Attacker,Fast Move,Charged Move,Level,"Arceus (Fairy), Tier 5","Arceus (Fairy), Tier 5","Arceus (Grass), Tier 5","Arceus (Grass), Tier 5","Shaymin, Tier 5","Shaymin, Tier 5","Tapu Bulu, Tier 5","Tapu Bulu, Tier 5","Tapu Fini, Tier 5","Tapu Fini, Tier 5","Tapu Koko, Tier 5","Tapu Koko, Tier 5","Tapu Lele, Tier 5","Tapu Lele, Tier 5","Xerneas, Tier 5","Xerneas, Tier 5","Zacian (Hero), Tier 5","Zacian (Hero), Tier 5","Mega Audino, Mega Tier","Mega Audino, Mega Tier","Mega Gardevoir, Mega Tier","Mega Gardevoir, Mega Tier","Mega Altaria, Mega Tier","Mega Altaria, Mega Tier","Azumarill, Tier 3","Azumarill, Tier 3","Bellossom, Tier 3","Bellossom, Tier 3","Gardevoir, Tier 3","Gardevoir, Tier 3","Granbull, Tier 3","Granbull, Tier 3","Grotle, Tier 3","Grotle, Tier 3","Kirlia, Tier 3","Kirlia, Tier 3","Ludicolo, Tier 3","Ludicolo, Tier 3","Meganium, Tier 3","Meganium, Tier 3","Mr. Mime, Tier 3","Mr. Mime, Tier 3","Tangela, Tier 3","Tangela, Tier 3","Togekiss, Tier 3","Togekiss, Tier 3","Togetic, Tier 3","Togetic, Tier 3","Wigglytuff, Tier 3","Wigglytuff, Tier 3"
Shadow Gengar,Lick,Sludge Bomb,40,1.171206479587831,1.0928200356173117,1.172890988036248,1.0970430502036455,1.1567304734144075,1.1499993242182018,1.3746881461117924,1.248986627561087,1.1090588857429202,1.103685293749976,1.258477400494999,1.153799529850612,1.1859868021600832,1.1175956622354883,1.1553000796133541,1.1462560871557708,1.146967722918202,1.126244543960093,1.2876408574515756,1.3106289912555646,1.2151276395937198,0.9595009042430797,1.176240477575843,1.1679431149689714,1.1550704069880822,1.1934931947883742,1.1036311271843684,1.156770795981793,1.3394705259464104,1.1748019814754698,1.1261779906659164,1.160225260675415,1.1254775085358173,1.1685832106038294,1.1731134283188542,1.1899785894556965,1.166075583746653,1.1320277910657122,1.2276042984433877,1.1677124133400112,1.3030824575922235,1.216605807063025,1.1452750864805685,1.189985119142554,1.1735462032737618,1.1589612894002463,1.1496477975532378,1.185338671505305,1.282933154657808,1.2702205309668033
Shadow Gengar,Hex,Sludge Bomb,40,1.2191003089379202,1.165505864929647,1.2274400251053497,1.1683702357772912,1.165871807455318,1.1757733312888992,1.3442255734246538,1.2579943736732317,1.1607104332887856,1.1629949047338592,1.287452829464193,1.2283253372328677,1.2535971321454007,1.2110052384669006,1.193028668443449,1.1979748110724706,1.1968574117113544,1.187391735162406,1.2543732796703362,1.277582443568785,1.3791137535223017,1.100819333254247,1.2059883339303723,1.2002148511509736,1.175857596485354,1.193179150553579,1.1328145951389312,1.1727040817863894,1.4338921678441185,1.3014741160148047,1.1509678234426794,1.1933728806716233,1.116294228793052,1.1610901221296688,1.2071102502614337,1.2288486087055734,1.1760744780217975,1.1572715080380458,1.2023013317342113,1.173358482742342,1.4018644955101727,1.3081958626249652,1.1371540020705935,1.1779375625590627,1.1971411097299305,1.1885531301907803,1.1683011890563537,1.1966244933669783,1.2519038775755955,1.2822209198401642
Darkrai,Snarl,Sludge Bomb,30,1.5361808305758018,1.540119671078288,1.409897825424569,1.4011806327504726,1.5890001779817653,1.5313528835712886,2.1403542556035173,1.935669644469946,1.745289101904034,1.6735115323300886,1.715521795558488,1.683177677108076,1.7647275924417598,1.5522833151463153,1.9687305247139137,1.850637793776155,1.7147822005555244,1.7658572643274193,1.6815483814565484,1.6653029012014786,1.617048138895184,1.3915565385951572,1.7265310939890959,1.763414675559439,1.663525703058022,1.6917323025863116,1.549849278059381,1.55494269733817,1.6615231785316567,1.698682719632099,1.667591292925244,1.7111053883985987,1.4854041265526665,1.5278617600121231,1.660826164611698,1.7269362618150086,1.5043903572275135,1.473241257899506,1.497249900105884,1.526692859578058,1.5369660732013115,1.606728330929942,1.5428592413527202,1.5417014887237062,1.7880246714923227,1.7760113907877453,1.7233581607868842,1.7536790356219447,1.7118859916104991,1.6756304554126862
Shadow Roserade,Poison Jab,Sludge Bomb,40,1.1803962350845534,1.0338501747616466,1.1827493798933884,1.0354231116835362,1.0276125996176162,1.0328810048714805,1.0539800706691251,1.0432482516757102,1.026990304775185,1.0255375460672458,1.1700907368374964,1.0755814599893336,1.2407210741266792,1.1533408702701955,1.150149176653187,1.1105316355886377,1.0328173232809932,1.0331745365908964,1.0476780139851347,1.0553931381662829,1.1547016296668173,1.0120207377897996,1.0959512485013636,1.0827914912649423,1.0666101252129503,1.0880108324103954,1.011224445519834,1.056183848224633,1.229911169216701,1.2170756780669443,1.0549668961692622,1.0497066281337357,1.0217770600798415,1.063234660390493,1.2032939945505055,1.2425700837115208,1.052225486522794,1.0685361779872,1.0460787727076533,1.0820658331297242,1.2394475049102525,1.2312444956372242,1.060797618539353,1.0796338690736458,1.1512725076721777,1.1138794645919465,1.0652984051397678,1.0904948556305756,1.0530640900860493,1.0519269669314026
Shadow Muk,Poison Jab,Gunk Shot,40,1.326968122463146,1.273033893934889,1.3321364047012658,1.275550998940696,1.329692241719433,1.3355435281930728,1.3236311411635437,1.293643743885581,1.3328913798887985,1.330334424899918,1.3316934994608836,1.3069554669337167,1.6092816436976418,1.4492812802583779,1.4084985052965728,1.404673845456582,1.2988853693101299,1.3362546340910382,1.3196077403163604,1.3061118528121833,1.3461527155125415,1.284193700313627,1.3364619548224517,1.3341086141313914,1.3415377313017658,1.3924006446461623,1.3301958541522658,1.3975430395209683,1.5058305003767918,1.5146255962265498,1.3108932883453768,1.3717395845722946,1.2931003319616043,1.359015253185837,1.5460563880719962,1.6082064239973244,1.2935551979668733,1.3230829584037294,1.3375134358350922,1.3695548664779718,1.5769442780903693,1.5253983209563977,1.3302399732514256,1.401824471314068,1.2925010433648725,1.3463522617778425,1.303067593768305,1.3807351821889033,1.3127962535586886,1.3634075414917932
Shadow Venomoth,Bug Bite,Poison Fang,45,2.6225045465485484,2.3125465434003933,1.8507737117120622,1.662102070658002,1.7877594115302458,1.7953764303983324,2.3429135542023185,2.336559725231342,2.332159716682411,2.389280309229945,2.545525505816348,2.3834293602779586,2.380649919732526,2.2670305168366696,2.5871461966443974,2.423947631164969,2.4028884076866395,2.4451892749844117,2.414268782325748,2.4871344189654017,2.282456586220549,1.933861236440784,2.3146547286510306,2.346073686324774,2.445314540965571,2.5674952258653234,1.7536969362044226,1.834201194807355,2.5930118053204523,2.4894675205736694,2.3967883943390245,2.4067534312329397,1.8045485843092501,1.8987569198130407,2.455259592505717,2.5440998634857075,1.8077462645679556,1.8154783148777887,1.7960788144403292,1.84984677708836,2.4619277123045356,2.4580589934862993,1.8061359776994887,1.8921796243978015,2.5713844281879688,2.583978659582257,2.641135461140206,2.7188110555751086,2.3460146004270976,2.4127370387514517
Haunter,Lick or Shadow Claw,Sludge Bomb,40,1.9608305672213475,1.643761714950819,1.9862096066157553,1.653694608698405,1.8361934956442107,1.663595872749407,2.050351771586417,1.9093600503884591,1.795989384182036,1.682428613220714,1.9911298818345342,1.746254696995035,1.8245587281453584,1.585284875544103,1.797007562270107,1.7091323107690892,1.7959545603990708,1.7349118077206511,1.9903018605374245,1.9999637022556267,1.7683639388846624,1.394932777868238,1.8150509277569216,1.6910149729054809,1.7230523554237482,1.712163096950809,1.7417713112447246,1.7261198230388217,1.8811190432005722,1.702358081895403,1.7550694402261666,1.7642381067100783,1.6813248156689666,1.6877156211375723,1.635492178299877,1.645377752203656,1.835634108207907,1.6903843568108377,1.7781706275520575,1.6621632472117425,1.9684978640906778,1.69547396281202,1.7237638803622903,1.7056686791893572,1.844837828082959,1.7988107884248365,1.7289165111064406,1.700288092149691,2.1152698803220136,2.090548112583257
Slowking (Galarian),Acid,Sludge Wave,40,1.750572206570111,1.7077536081726759,1.7762508071235743,1.7175331585203604,1.7795794483000253,1.76372778224933,1.8038129542332866,1.7633016872812317,1.7129028239398894,1.7170553734845975,1.8757965105236876,1.8158027183570424,1.8878735673439409,1.860402766155367,1.8493673516641795,1.8367701272180752,1.7757391077603313,1.8091330876934417,1.770945864385603,1.7779041419819481,1.7547798957050487,1.700264007150272,1.763456916919114,1.7720465731696966,1.8027869172152169,1.8601211655143741,1.7832749870882942,1.8533638533712358,1.998554330726668,1.9710793521930645,1.785176121529398,1.8056188549797965,1.7383182190567747,1.8155828364958875,2.004143972113058,2.1151055726383943,1.7170272956034585,1.7455294136853061,1.8241817376807505,1.8520253618932478,2.0693660879854887,1.9990299327608698,1.780492221533551,1.8421809575734436,1.743443148955321,1.8146305719049889,1.8232778830046152,1.9160296573861155,1.7273526562149588,1.789081220399501
Shadow Arbok,Acid,Gunk Shot,35,2.0882552536821786,1.7110488744852286,2.1159380431900794,1.719416403847904,1.905201174027173,1.7267417524974278,1.9805878989997527,1.7439389301872643,1.815805334285286,1.7012636998909292,2.129917939916288,1.7523029789462068,2.1986807686060317,1.9567547657966033,1.9921208976420373,1.8009374216950322,1.8273118303951026,1.7893451391644466,1.8232447356879344,1.7075219661206122,2.059705061711124,1.691118166776157,1.8450128898266656,1.7631825137336186,1.7166349617517305,1.7289603792815436,1.7057203827770806,1.731264617949109,2.2440529545131813,2.016471605871865,1.804976403712472,1.6936270685271786,1.6679501252551276,1.6867421449171045,1.9803753292720696,2.009846543756672,1.7478933133210404,1.648497042795502,1.7061014953151732,1.6377849653193115,2.2125255763374625,2.1478427806726916,1.7492559980226472,1.7049062335857863,1.80859591616411,1.7168743032213851,1.7054674393066387,1.6968691354002012,1.8047496682976518,1.6752704713653321
Slowbro (Galarian),Poison Jab,Sludge Bomb,40,1.4906974978216465,1.4807702554690505,1.4806445186050907,1.4863415249745067,1.547220291971914,1.5500091217596714,1.5775837202277414,1.5645760737646541,1.571787578822835,1.5880853853367511,1.564056507330367,1.577223624473764,1.6019131251573775,1.626934536990333,1.602172233394824,1.6142221380573327,1.5199895697522818,1.5535384161895587,1.5366472453139806,1.5572085273750251,1.474077519515604,1.4536163920301517,1.5767493617206314,1.622633500297139,1.5871114921424552,1.6534512670314265,1.5603258390198071,1.6383560822419905,1.7871355521997707,1.8091997781741334,1.5461334488868617,1.59375573256358,1.5825922365498726,1.6766575586378685,1.7910524006765833,1.8990147396470907,1.5652942562824568,1.6192306691721532,1.574470096562179,1.6225087192080319,1.7412643416623308,1.728630800407258,1.5363747241021637,1.6153825895112939,1.5878370901948065,1.662621124885166,1.5839575951736327,1.6868356562693154,1.543422267860832,1.6035847605832658
Shadow Crobat,Air Slash,Sludge Bomb,45,1.4688738931798124,1.4764391611955783,1.2540252089230661,1.2403927562670038,1.2263756651854876,1.2534649352360239,1.4622685332227476,1.4900196742805543,1.5425360859197361,1.5552495503355674,1.764740996607126,1.7810561592286334,1.756429540789708,1.6332886136550826,1.5937500991202118,1.6307202054040983,1.4684830565160707,1.5285512159174652,1.47799426078601,1.5244118935197175,1.843018355964255,1.5133937987473125,1.5147133695974024,1.5537692337955726,1.5175964117640566,1.6023070384911158,1.272948485157113,1.3398275044339731,1.6858395025884063,1.7385095483550568,1.4541329643962007,1.5387699021371704,1.262549332525134,1.3259764454062861,1.7302171724697892,1.809559466925078,1.2789238627737127,1.3004984587898998,1.257090242572015,1.3064753004599665,1.690947174865051,1.7406166676580535,1.2677369368007678,1.3283258274726768,1.5264459498530956,1.5615339098391712,1.4931142058717821,1.6038135988448954,1.4785251314933292,1.5310032601286596
Shadow Victreebel,Acid,Sludge Bomb,35,1.4299303827852807,1.2566883708319014,1.442449615961442,1.260158272782219,1.2691325090038215,1.2736597809938774,1.2981263493976318,1.2896051534263056,1.239785905173321,1.26916674506529,1.4071675029551969,1.3062260809005855,1.4889082746778315,1.4401401451557294,1.4068151944618144,1.3518541382791271,1.297325321693782,1.2906297828921265,1.294498737031569,1.279130349293194,1.3938809607055422,1.2315808815430098,1.3536828460737278,1.350060111111341,1.3081915320280966,1.3243370483889365,1.2581788197405364,1.3147711117686656,1.6288982736180966,1.5072392398771088,1.3030602245574605,1.289326926966832,1.2283027338293027,1.2851636367080397,1.4828641038694514,1.51932819799114,1.3108985370763306,1.280072946362963,1.231419471876878,1.2612919579630648,1.5781961687036297,1.535951826683245,1.2567979934643314,1.2835607992706957,1.3512065529083757,1.3386001409103527,1.310864829874528,1.32548371872058,1.3216837498439535,1.2762413014442449
Shadow Nidoqueen,Poison Jab,Sludge Wave,50,1.4332237185039698,1.372365994262275,1.436076329072088,1.368963519993008,1.5241494638771842,1.4747674210203972,1.5378920747838942,1.4415161363785467,1.5258275994942965,1.4902499176277477,1.3933155870603355,1.3766236103296239,1.7530151776806209,1.564963094708712,1.4494100423723484,1.457293080169837,1.3880285698089678,1.4183044952100223,1.4302554673863608,1.4182967507417676,1.419917448857953,1.3920617027151199,1.4490982919167845,1.4371738873853634,1.4992219724259228,1.5110837929626129,1.446840082273328,1.5130118956432863,1.6389496616290233,1.6387208206506345,1.4167500319578736,1.476710883916191,1.4181072032353235,1.485006928100242,1.6562908810654984,1.7212017949176233,1.4960931620870122,1.4650396525647709,1.4719829904289168,1.4996715081949898,1.7030974872096656,1.662736395236492,1.450800011712316,1.4610352018894126,1.408530140903942,1.4549077255158647,1.410965581289494,1.4874448595480816,1.4450328056660615,1.4519361916261868
Vileplume,Razor Leaf or Acid,Sludge Bomb,45,1.3858743595254859,1.364633107797068,1.3933748681891716,1.3714427420987916,1.386966017807394,1.401982303630885,1.4416127414937634,1.4159954840713307,1.4378719048116133,1.4231450778337236,1.454158314192705,1.4465373276354838,1.6395315862992113,1.5325553643130592,1.480627887041373,1.4899525879391582,1.379314279235871,1.4186179921773143,1.4042597179294563,1.4172685978250856,1.4252012751345906,1.3651471366075945,1.4632784678810367,1.4379008529027475,1.445662712444394,1.5103956552614828,1.4124471102186582,1.486574176468213,1.6478532908367962,1.681977637245484,1.3914844178742458,1.4504442397038964,1.3970179335034973,1.469528955481155,1.6686779029616716,1.7399444103844695,1.4389419074133343,1.4595480143659674,1.4362356146769704,1.4886449004978932,1.627625562997053,1.6292304547116192,1.4131867919753625,1.4752119463006668,1.4356574993733402,1.453970203678927,1.4639430879647997,1.5315590865619595,1.4265707114283475,1.4703533776192332
Shadow Venomoth,Bug Bite,Poison Fang,40,2.691053499330084,2.3699984426542833,2.050373027439879,1.8318892136977623,1.8338369590709775,1.8283689263204683,2.457885656871928,2.4071343278106343,2.481011209070012,2.513730069029451,2.7020454329499555,2.482274836233436,2.449478621402609,2.3227655220047865,2.634036253738814,2.5044046378978595,2.4601725525763847,2.5034168131058334,2.533428330451267,2.564040998533957,2.428050250660504,2.0036842441402802,2.426950815734492,2.4500223009531226,2.531349231171144,2.6506560525725136,1.7796672425960334,1.8609330959708847,2.7473076418516618,2.548801149860246,2.4403444604122675,2.4415106247452107,1.8478386505595048,1.9479527771595264,2.5360427770412297,2.626487486798004,1.836447431640019,1.8365625405909496,1.8283690552985226,1.876455114086286,2.6142067567153946,2.5322433660337,1.8400118889822932,1.9191588463237805,2.6385316089872344,2.655522140811626,2.70786395807398,2.7718160003382737,2.495990019653571,2.4951899016658583
Qwilfish (Hisuian),Poison Jab,Sludge Bomb,50,1.4523042495803102,1.4332780325446643,1.4545694162404017,1.4418683923612432,1.5010884747511608,1.5156160745342269,1.5598992967772423,1.528457375716438,1.4882879330127796,1.5030630019928286,1.5239685867126922,1.4965867232371146,1.5079188049054313,1.5045962048970678,1.6571409842428524,1.583323533893121,1.558682795759878,1.5420345785386318,1.5227196463394923,1.5142140036234417,1.3321737978619375,1.3460697376670006,1.5834570411584072,1.5527972683920745,1.4949855948075077,1.5547763975612359,1.5375334393589768,1.593508922485773,1.7179617608424809,1.691291665939145,1.4890015002317172,1.5117812100311874,1.50016792237497,1.571814234096861,1.7153583498549012,1.7946301750212141,1.4842569376211017,1.4992754153851537,1.4750323970765093,1.5091227073667464,1.5965793687964929,1.6787581695571852,1.5112295592684906,1.5750477939378296,1.5917224463524542,1.546441372510429,1.5115870500930875,1.5732618709760062,1.5326953840069204,1.5263331064905394
Shadow Drapion,Poison Sting or Infestation,Sludge Bomb,50,1.2513465892198212,1.249053086612018,1.255556098464861,1.2525406435000765,1.3571158813538442,1.3664846509240058,1.3747723351466954,1.3611942699228625,1.3688210608343245,1.3845452901328996,1.393493363085697,1.3841353064676432,1.3993796346808411,1.4185988236788758,1.4001667099173427,1.4246093723843276,1.3636338076072787,1.3630852219261949,1.353663751442932,1.3405152410753307,1.2218598948961188,1.227700590080895,1.3864280996150653,1.3956527843060924,1.3874003318897479,1.4664517232878427,1.347977638191409,1.4296371554593463,1.4855875766389364,1.508236436459235,1.3782183134802493,1.4204763220546994,1.3351771330072124,1.4027657468662542,1.5134759239051572,1.6186432742944261,1.3347129742878387,1.3773754992542142,1.3746266386126633,1.4271433165202583,1.4408673345341627,1.5293296992748246,1.3298825349574195,1.388994970410862,1.408379742502037,1.4149227781777434,1.3687593507137945,1.4619362988646696,1.3598871052023964,1.3759496188046785
Shadow Nidoqueen,Poison Jab,Sludge Wave,30,1.80764236306405,1.598110635040965,1.8332045261889987,1.5947026284055539,1.9357518450526063,1.7096671026365482,1.9927385155062025,1.764232733097289,1.9361141861986633,1.754898410419585,1.6541915884545761,1.648628608689981,1.9348360307097676,1.8290127719677385,1.9008130618060188,1.745562674458915,1.6337179071481212,1.636888521058897,1.6273495163093876,1.600504245175663,1.9124258489749004,1.6393340145300181,1.7837265575983716,1.7498005338148297,1.7700442458339007,1.759273595631713,1.6995638947127998,1.7040851009463363,2.0350001537452895,2.0084461017688744,1.7229389960058619,1.697913444862372,1.698572934474284,1.6988485241678468,1.9317056806326611,1.9939896179808698,1.8555842175814694,1.7679295229554866,1.7530753782830608,1.6907979838554636,1.9962531351406605,1.94202191523238,1.7295097855910049,1.7052260321601225,1.7813439308859722,1.736038367619596,1.6714575796279738,1.7494324279956175,1.6818502196803065,1.6917352810880502
Shadow Roserade,Poison Jab,Sludge Bomb,35,1.221154160494129,1.0739968312519386,1.2281769097881443,1.0723334555452766,1.0591556600971872,1.05722271701878,1.1101488159344932,1.0950862681275775,1.1102297530722596,1.095710456915768,1.2005790386363124,1.0985533662194147,1.274394997162889,1.1858846247178765,1.2166327298640298,1.1621859827632446,1.0975544243523612,1.0968693384728758,1.081434839022979,1.0844393655061608,1.2256630461500677,1.0826884655165547,1.1540684020135048,1.154703678932536,1.1245258060836643,1.1388598924853834,1.0673335655531966,1.1141851282462318,1.3676139488233696,1.298169596660436,1.118996612889739,1.1008437727370217,1.072720143581681,1.1237552860505096,1.2776959455105263,1.299566087715141,1.0907629449041962,1.0927556567485646,1.0642610041694283,1.096350163082952,1.285082245647186,1.280339181360849,1.105364322551296,1.1350130692107911,1.1781781278668493,1.1519411074220267,1.127683258444713,1.1475569064387632,1.1014186696774892,1.1017135837221146
Toxicroak,Poison Jab,Sludge Bomb,50,1.3865656837369775,1.2510718442619961,1.3772134713462314,1.2541200937940822,1.284386846085957,1.3003500549713538,1.321018076931796,1.311617261748035,1.2912487805255242,1.3038679518026743,1.4713119813361537,1.3704283278932647,1.5560891193457498,1.458677832399346,1.4011642557302642,1.3757488348455797,1.2879768267105043,1.2964954821155266,1.3390622500909954,1.3558137363484764,1.4884859899830312,1.2602462523931706,1.4231530690211394,1.375023926417208,1.3471951268871172,1.3982923499781073,1.3100697895015327,1.363392798492419,1.691873425752537,1.589484625702844,1.2796510567962645,1.3294666427896995,1.2971235361250943,1.3735057702598394,1.5407239838168891,1.6007896860848925,1.2732933994768498,1.3007155610606231,1.3014098577811604,1.3444331865140688,1.5938040149435688,1.5560487785440011,1.2996223595965664,1.3614150833365641,1.3515077343628294,1.3587935304325973,1.3613126692144966,1.4008899889688005,1.3262202835019372,1.325783905724724
Beedrill,Poison Jab,Sludge Bomb,30,2.04152750302567,1.8111636804669806,2.057423369068427,1.8272016171891814,1.9251254481456053,1.9299036138376704,1.9239643246761748,1.8893736055440122,1.98810716511867,1.9364060438680033,2.1374850549506728,1.9661610041009985,2.2671003354321244,2.0856574804913084,2.157743341441905,2.087750315980551,1.934086729777224,1.905914177200839,1.918859172706444,1.857207299430056,2.1890254085251604,1.8761245009601868,2.0861046219087713,2.042906785328996,1.9678495604852508,1.9855872645588113,1.9124462815794405,1.9686453466333445,2.4341864316923587,2.2701517968188787,1.9219395743797232,1.892888806281372,1.8510644460124357,1.9222603696565315,2.2389274111590125,2.3128512591066817,1.8882512429066423,1.8830836842381866,1.8325477481632197,1.8671474753205473,2.343097579610772,2.214404639459546,1.9103904765129622,1.9504670449613895,2.0745431151701728,2.0399650737215014,1.985256030782892,1.941999613224008,2.0070879350935007,1.9062262823154315
Skuntank,Poison Jab,Sludge Bomb,35,1.5003812708370068,1.4951656642594306,1.5043460797924129,1.4995962016459214,1.55631693638128,1.5744311509620412,1.64139300090333,1.645786691259584,1.591417090556209,1.6377570347192063,1.6345473949622793,1.6202441044782023,1.6358162168406172,1.639422767057589,1.7798626731314384,1.6894722058702423,1.60940849158211,1.6083209795363078,1.6523196614146405,1.6649832493632644,1.43985478738039,1.4548532067010793,1.6902947991361226,1.6931368143802843,1.6610693693726843,1.734257313900735,1.6734674844984203,1.7344652745929574,1.8315225125595993,1.8333686921745813,1.6311808780896129,1.6672385337715412,1.6084466185851145,1.7017836898408385,1.8703070564877002,1.9804369043789416,1.6147151888235811,1.6398089401264648,1.6066313834510129,1.6549469719577001,1.656840194019223,1.7482696449083237,1.6399370675664866,1.7233496962240702,1.7120205249583775,1.68834784214194,1.6378363614204006,1.7102663841916819,1.6605944791030283,1.6671224696993634
Darkrai,Snarl,Sludge Bomb,35,1.4719525468608758,1.4804465163291773,1.314057954956612,1.3074835431094745,1.4470175418973061,1.4336222002761434,1.8968342279452965,1.7995428639539641,1.5780345529581625,1.592274750015787,1.5921966984550682,1.6026970605977837,1.6516583430750822,1.453800094908657,1.7663349815580602,1.7013336206008394,1.5921484723088262,1.6659328609489261,1.6345746981707405,1.6015922507559395,1.5599821062515329,1.3284222124047986,1.5775169120737815,1.6291242579290552,1.6203569470558585,1.6396671351880403,1.4417221654060302,1.4547507242306763,1.5802633077364165,1.630974375836618,1.616727512922479,1.6435131214806176,1.398049827389437,1.4481535452646932,1.5638883109661488,1.6578967207574118,1.4231871644076457,1.4263875327069122,1.4012819944257384,1.4395703337206311,1.4380928036285916,1.5102830881142724,1.4462601805954076,1.4582440391917653,1.6371145560137885,1.628152452436345,1.588484801942088,1.6443680254401598,1.6105135006446238,1.6109440784640385
Haunter,Lick or Shadow Claw,Sludge Bomb,35,2.0080026976831586,1.714659943051771,2.040023006355308,1.7217094262226684,1.866099196378928,1.7337509820196988,2.18448997665857,2.055365785335904,1.8486839556036114,1.7259076734854135,2.4464456887365307,1.931146233561019,1.947895083585983,1.6860887936319064,2.068498145820604,1.895321890171633,1.920168244430588,1.666816620372995,2.1229540525389,2.103245767470626,2.0992854245383556,1.6127309280738442,2.290310453287061,1.882971969544808,1.7999927514101637,1.768203435169275,1.7951825326468787,1.7932079607218983,1.9363075758725279,1.7875453336141436,1.9056192752920147,1.8535699319308403,1.7979233694339607,1.7447127182493645,1.7647853397294124,1.7555089032717623,1.887222514520778,1.7537816144959262,1.8653582563843065,1.7254800634937626,2.1403546816464263,1.8289916844779426,1.8366252956909965,1.7477273444793362,1.8940808035608394,1.8540113612978626,1.876612395735266,1.823218343131244,2.2815302277229144,2.2702422669991242
Darkrai,Snarl,Sludge Bomb,40,1.3989198970864765,1.4132178752398763,1.2583232441094387,1.256769945221407,1.3869569555993753,1.3882432712975998,1.7467335896065712,1.725277481371674,1.495385779220026,1.5354480341706305,1.506229095413459,1.5326208690714536,1.6086494506620839,1.4120817838236692,1.6606032312190544,1.6051550028658221,1.511927849895131,1.5904812652343974,1.5510061696125632,1.5404575044930044,1.5155335013321973,1.2730386702473622,1.5152027895862625,1.5647639971093656,1.5595197533271763,1.5994534121724797,1.3825635927868012,1.4131342630564916,1.507339290203582,1.5371970116860327,1.5347836044771495,1.5573303238978493,1.345662478867637,1.3933800889335084,1.5236524646234721,1.5841750932797711,1.332873915919793,1.351801715851672,1.3521043062056655,1.4031994717867355,1.392595985980442,1.4740049700245037,1.390645490930071,1.4117509536295338,1.5513210505834831,1.5678438472244571,1.523466249752824,1.5874573893491095,1.537594497883844,1.5270467222505162
Qwilfish (Hisuian),Poison Jab,Sludge Bomb,30,1.792119659065704,1.6686445815309094,1.8004434383799754,1.6752470232559982,1.7733556274007405,1.7643261986828518,1.8730175424796163,1.8161035119804363,1.7874694513857654,1.757884431408078,1.8563811563831853,1.826296547144861,2.025737025869171,1.8340819526847776,2.0591350890719187,1.8839817155955358,1.8148109517601045,1.8105620316308602,1.7958843455010838,1.7661924044575792,1.9456606999758084,1.6722943575829483,1.8634989512133004,1.80406867119864,1.8236811797907844,1.8262000647589753,1.7704337911238577,1.806797041245743,2.0045258286677945,1.9625890583108754,1.7813516844881065,1.7919330445869222,1.7028810099967326,1.7734531110153482,1.9594951779523848,2.0498747288659085,1.741896075256936,1.7143367396016114,1.8417752601907158,1.8016317643312374,1.9190505670829143,1.9190136066404058,1.7669298175446895,1.791519956003568,1.8134331544494144,1.7916032046527341,1.8096954854163068,1.8490584927177915,1.8158378066658638,1.7508281234982253
Mega Venusaur,Vine Whip,Sludge Bomb,45,1.291781247412468,1.3100851220285479,1.372054160249966,1.3941236242338886,1.4626546148621142,1.534922823906229,1.5882780506689824,1.6605652712941588,1.1254896477302847,1.1539729200415663,1.3181279049788865,1.3392940836115836,1.389155195526339,1.4246813835835228,1.3551439307710371,1.369378063108238,1.3454384672070747,1.385144606314835,1.365394950736624,1.4270319187690463,1.2084689802196522,1.2157509463748375,1.4905309366193247,1.555333654975059,1.2139523028070809,1.2571639616303072,1.583576702160549,1.6798329403072414,1.5249569860855106,1.5936553722853333,1.3371602760820807,1.4326280130576456,1.5822717160189232,1.6892269225123007,1.581343648325734,1.6732417912400583,1.344672830272654,1.4121393899651473,1.553122302504144,1.6324269070261077,1.4924893782040805,1.536407190885093,1.5125322599878983,1.606215493856514,1.5023073268895801,1.5934709399643687,1.5848236438278138,1.7134108046059922,1.350758385910411,1.3949550309938699
Vileplume,Razor Leaf or Acid,Sludge Bomb,40,1.4935213131127223,1.407010544045641,1.4896529037437287,1.4095245227067323,1.4293486701106162,1.438863729610226,1.4681781869334611,1.4505047376958848,1.467895355665557,1.451025432513391,1.5902021912872326,1.4990233780631264,1.662696376090776,1.563671185020819,1.5599081973560658,1.539866413561125,1.4259174423218641,1.452788572076413,1.4358931249214675,1.4455508734897724,1.6498052765709272,1.392664647261109,1.568667761352883,1.543677607316866,1.480057804744331,1.5342328453106775,1.443953404562156,1.5240804063285136,1.7223678381542653,1.7427162976032886,1.4656421233025498,1.5162332863755672,1.4660487098011548,1.5364687051603219,1.71431841471662,1.7756037927920116,1.4686976329495267,1.4885227580734193,1.458854586051081,1.508833360811982,1.6843318331628727,1.672374408127601,1.4438010849596032,1.5097348812565812,1.55466789583917,1.5577757448278913,1.4867316247203335,1.5515041668583966,1.4546426728856943,1.4965047244799095
