Attacker,Fast Move,Charged Move,Level,"Arceus (Psychic), Tier 5","Arceus (Psychic), Tier 5","Azelf, Tier 5","Azelf, Tier 5","Cresselia, Tier 5","Cresselia, Tier 5","Deoxys, Tier 5","Deoxys, Tier 5","Deoxys (Attack), Tier 5","Deoxys (Attack), Tier 5","Deoxys (Defense), Tier 5","Deoxys (Defense), Tier 5","Deoxys (Speed), Tier 5","Deoxys (Speed), Tier 5","Latias, Tier 5","Latias, Tier 5","Latios, Tier 5","Latios, Tier 5","Mesprit, Tier 5","Mesprit, Tier 5","Mewtwo, Tier 5","Mewtwo, Tier 5","Mewtwo (Armored), Tier 5","Mewtwo (Armored), Tier 5","Uxie, Tier 5","Uxie, Tier 5","Mega Alakazam, Mega Tier","Mega Alakazam, Mega Tier","Mega Latias, Mega Tier","Mega Latias, Mega Tier","Mega Latios, Mega Tier","Mega Latios, Mega Tier","Mega Mewtwo Y, Mega Tier","Mega Mewtwo Y, Mega Tier","Mega Slowbro, Mega Tier","Mega Slowbro, Mega Tier","Raichu (Alola), Tier 3","Raichu (Alola), Tier 3","Alakazam, Tier 3","Alakazam, Tier 3","Claydol, Tier 3","Claydol, Tier 3","Espeon, Tier 3","Espeon, Tier 3","Gothorita, Tier 3","Gothorita, Tier 3","Grumpig, Tier 3","Grumpig, Tier 3","Hypno, Tier 3","Hypno, Tier 3","Jynx, Tier 3","Jynx, Tier 3","Kadabra, Tier 3","Kadabra, Tier 3","Slowbro, Tier 3","Slowbro, Tier 3","Slowking, Tier 3","Slowking, Tier 3","Starmie, Tier 3","Starmie, Tier 3","Wobbuffet, Tier 3","Wobbuffet, Tier 3"
Dhelmise,Shadow Claw,Shadow Ball,40,1.2223305791235237,1.4020997644664743,1.3526859638785773,1.3743491753044923,1.4309664828934208,1.4395843856187582,1.3103399604847001,1.3946765796582175,1.3897182997945947,1.4040178895660027,1.4648840193104904,1.5045913689820274,1.3463223149444161,1.4006858922859866,1.3965538021890058,1.391634670936917,1.4109552538178212,1.4091917923561095,1.2732854297856422,1.4090842703569562,1.3797530753938023,1.4420339910075848,1.3536533289229367,1.3705861315721801,1.3955355938099199,1.40714518917454,1.4740811465117185,1.3949307285059203,1.3635684214022759,1.438773117758748,1.1948828301571974,1.3667727277981323,1.5143211211729757,1.4299284569533242,1.4237147950021505,1.425024610042128,1.4102125520091147,1.4276886420277488,1.3741866529861912,1.423580129281636,1.3759795323161874,1.4292656854977879,1.4043255629733897,1.3337880097497445,1.3847823911520671,1.4376633175400035,1.393106161724785,1.415943744986818,1.417078939575764,1.4262562805648258,1.459334792795632,1.4560034099049182,1.4391279819092675,1.4179910989930862,1.442881313401272,1.4515192753530188,1.445408497286296,1.4549229046339631,1.4480311789773161,1.4626573268125098,1.430337094918844,1.4436551183542026
Vikavolt,Bug Bite,Bug Buzz,40,1.2783465585875533,1.4442626861373276,1.3953377084420269,1.421141657409441,1.4297142083182923,1.4224426278841882,1.484861355640946,1.4768854009351131,1.213174935583836,1.368550510636231,1.444420137154829,1.4724841914225064,1.3737104879572235,1.4289552271681278,1.4463850768467308,1.453313635238095,1.4174458290429146,1.4285178591613463,1.2891227125412648,1.4261970214598518,1.371290149235538,1.423293797807395,1.4729835380383636,1.4796191666338123,1.5097945062817149,1.4945410184543397,1.293317031938602,1.4095406245319482,1.3738125402239645,1.4639894717661384,1.2310670232813063,1.415694232830469,1.4394233365240938,1.4721187456844955,1.4152713333051978,1.4317275413053525,1.3965370534219974,1.4301267705891734,1.405778564405113,1.4309855198590484,1.412126097854173,1.4687917061058393,1.4416704437287557,1.3544373367087816,1.3852887535108567,1.4496001280056734,1.4071003401528974,1.4593704760311625,1.442968584197118,1.4666774822174258,1.4542230847140567,1.44092973488669,1.4478222401923706,1.4359759662542333,1.427564548121713,1.430042116315798,1.424398660108548,1.4294532586468987,1.4569583142570246,1.4576324791435233,1.4971492853917183,1.4658709016206364
Vikavolt,Bug Bite,X-Scissor,40,1.3364745879689213,1.5409824093106963,1.5062679875762388,1.5167931995509865,1.5203897509025046,1.5345594439196888,1.595688278905127,1.5877916733069122,1.2704734474092028,1.4644193450592684,1.5172722105152037,1.5464663462387536,1.464294530909226,1.5241573430991688,1.5225063137719248,1.5695930736772679,1.4940166807012685,1.5342469394476466,1.3558046099293006,1.5262658911085993,1.4574286928938953,1.5160731297304688,1.5464138944854258,1.5716083157100802,1.6228511840795405,1.6205583625750137,1.353542808340844,1.4978851213664144,1.4616319323424924,1.5679645586145305,1.3111363644570044,1.516678081903278,1.4873231663292963,1.5371115520723848,1.4884106662139667,1.5261028943024895,1.4976501208776638,1.5345283642516074,1.4958100123979308,1.5262653134126138,1.5077553460150892,1.5806502850867417,1.5256391295986875,1.4421267479842772,1.493114350005478,1.5679721282119137,1.5130662114075648,1.5920025563322402,1.5590124263808538,1.5912694951702495,1.5623715460888115,1.5544886052277347,1.5539633475528494,1.547163100325156,1.530674061081725,1.5484169666002412,1.5131668249660786,1.5436259989328025,1.5395390684044117,1.5571006014255313,1.6075828229918967,1.6187597587985263
Blacephalon,Shadow Claw,Shadow Ball,40,1.0635954410286295,1.114962683830508,1.1264902916702573,1.093089040053414,1.1117411131360562,1.1100804074979846,1.0776487237281447,1.1189669892785221,1.3594589423529835,1.1042176590936388,1.185222358916891,1.13390865841258,1.1371769312131814,1.1198118708693146,1.109394915449269,1.101752726303597,1.138699092925444,1.1374900161160109,1.0298885123748565,1.1122622034362089,1.1056485987500797,1.122476308444666,1.208419938966974,1.1267096698032821,1.119138502723656,1.0909111490868844,1.0669740272266095,1.096547909641095,1.2481969293569326,1.1311312188246954,1.0973158761112611,1.1025781455556298,1.194187246045449,1.1426161543688298,1.1403492083513727,1.1273078585023057,1.168819532238608,1.110246976160655,1.219349664400838,1.1213447410667015,1.1322167902878981,1.1125870105546334,1.1323087481079372,1.0765992732151404,1.102034151178552,1.0970334665084152,1.0975625505231992,1.0899659084815652,1.1265505897835706,1.1103633599327265,1.1005093545942959,1.099427957261832,1.1814279788555169,1.1169422274007377,1.1651329560737382,1.1205005549327427,1.1338747455902307,1.1164567827630747,1.1817023228137125,1.1507794241526819,1.1301753850235952,1.120156682922143
Dhelmise,Astonish,Shadow Ball,40,1.332041061377269,1.543686198463658,1.5123853648043042,1.5293748696456613,1.5394996203809106,1.5652555140507234,1.4403016183096524,1.528531440792573,1.550785005942983,1.5573035069253387,1.5441049815056174,1.5706672430897208,1.4833363003310385,1.5548818744283264,1.5271757535676649,1.5293981611970922,1.5252432416133017,1.5350856632028698,1.398285874363704,1.5344601092908794,1.5013062522270977,1.5837152026510732,1.4801064643034045,1.5044854368431055,1.5253266524501323,1.533620071005219,1.6873780558229248,1.5787770856711054,1.4764286593145017,1.5991081080921405,1.3061006144019813,1.5155831203914982,1.731619519667156,1.6516459391585798,1.549713229202775,1.5707413473514904,1.498011246715538,1.5332496392752017,1.4786446069000896,1.5345585368005785,1.488397687107312,1.538179488244562,1.5302396161540917,1.492687789805136,1.480856065649116,1.5365746361220634,1.4936490610558326,1.5168625307604116,1.5544895412054862,1.5599111889520487,1.5341995653406784,1.5662787873165773,1.5447016250651857,1.5447804257645672,1.5374977658712243,1.5592947681276952,1.5603925881953868,1.557735503683987,1.5499179325493415,1.5726636321443208,1.548544781182403,1.519876873931597
Marshadow,Shadow Claw,Shadow Punch,40,1.3022132860545899,1.5056474668586048,1.4163427943326268,1.4871426018320708,1.5719402591774831,1.5765765657518998,1.4209121347953038,1.537703222738066,1.3045821898196515,1.455490922846893,1.5510647973332359,1.6026825850553261,1.4875321131801351,1.5573978175258723,1.4974544695630219,1.5169062908651778,1.5001284333587221,1.5450804833230316,1.378301462839655,1.5361698430603294,1.4177244544911718,1.5086023148632235,1.4386309899956844,1.4728835314541402,1.5194758928590388,1.5422011407378624,1.3453567868257292,1.5178717108477753,1.4668899169797645,1.5678315462326478,1.3029574797418313,1.4915769855507792,1.4804510113926717,1.5324685729242833,1.5135872217114066,1.5452099790908391,1.5521468271066217,1.5403674841326545,1.4635942028985507,1.5151266202899871,1.500628138406848,1.5664726068466357,1.5223199022833733,1.5071204615175395,1.529116033397291,1.5575044883898874,1.5153652719840636,1.5651679219040107,1.5532761738675835,1.5734771747212917,1.549358989771775,1.54714899281253,1.569222166628299,1.5537307631076729,1.5015028383228834,1.5550662538443683,1.5079625169606514,1.5521581886366247,1.5146838067482977,1.5606013176355598,1.585736073427703,1.5900465416650924
Pheromosa,Bug Bite,Bug Buzz,40,1.353342245047792,1.310956027776591,1.3503199498614196,1.3330948917463326,1.4276318844953357,1.2798507748500443,1.471704921514231,1.3795015494461411,1.349775221118919,1.2927673559856203,1.283221961013598,1.26306531769653,1.5335290708122515,1.3005135062758013,1.6053259519955347,1.3682685322624684,1.5896089036705137,1.3376614005033376,1.261370162389198,1.3564824062004621,1.5852766096881659,1.4244101442164614,1.3702725305274752,1.29904193265252,1.3775497538488208,1.2779880708972366,1.3785176200436755,1.360454552542557,1.5164498958523878,1.386198074848329,1.3130176015708912,1.399006453200436,1.8257582730725552,1.4746903826239497,1.4769906208522559,1.302025792516432,1.3920035746138584,1.2626714888948969,1.39826035654739,1.329319545806459,1.237599429292551,1.2154054342361598,1.441054579004255,1.3338051071085786,1.34126487355378,1.2805278304294694,1.3373485314193987,1.2671336437709668,1.3107582173898176,1.2676379044297332,1.3737352822593065,1.298886742815079,1.5559696715573659,1.3023137107188554,1.41255809865643,1.3033253499392525,1.4541121099050203,1.3082103787299098,1.4155944383702777,1.2967020517521355,1.2367753035395013,1.1901896344266463
Golisopod,Bug Bite,Bug Buzz,40,1.4320025036136899,1.634322124500193,1.4626601490618933,1.5878950565089136,1.609461504989863,1.6389539180212895,1.5818846322021411,1.6783456721169137,1.5217667031474682,1.5651405590907184,1.6664423791368748,1.7168241247340938,1.6095852305947806,1.6707405758643354,1.6590138909681045,1.6685809151226942,1.5705252701009376,1.6410450624286606,1.4627142840106926,1.6058950802940442,1.5214562028500214,1.604233802794244,1.5523213336500574,1.5749332001719858,1.641692419416206,1.6360783154839058,1.3612615707208302,1.5821598482101984,1.6058849131848523,1.7190916064545103,1.4324772919321773,1.6264408715885796,1.475017981023186,1.5550444476661658,1.6008235858133457,1.621329671105224,1.6810415633576863,1.649785629248459,1.5351114018212133,1.6192689446553914,1.5961499997494757,1.7053137209957343,1.5781659051876806,1.5281058676304828,1.5528992824621504,1.6416050198807806,1.5622840451391682,1.6892624983449567,1.6397611890369728,1.7059995331348878,1.570869996246359,1.6407080590791618,1.6038739176802772,1.6155224344325014,1.5691976016513445,1.6411619262303379,1.5563156886024423,1.6383248025345678,1.6131682442488113,1.6661169285104434,1.6662368041702613,1.6859783560259707
Buzzwole,Bug Bite,Fell Stinger,40,1.465931178793582,1.6842581490472368,1.752344855765828,1.770468936215411,1.814668545394131,1.8255698136527985,1.6664415317766168,1.7635656594975329,1.4910145647430326,1.6626536527979763,1.8119676317851647,1.8603422937656366,1.7366385968997549,1.7999432528903927,1.7006663518443528,1.7263903574754529,1.7214756769554815,1.7867707602643341,1.59413548186927,1.7814140849688673,1.6665068939329712,1.7472396502770917,1.6727694524997323,1.7167217449435432,1.7991121937057186,1.7953008163259638,1.5747808354382324,1.7476415195117605,1.6378693879626038,1.7382764481744177,1.4668792515828615,1.6864532944745099,1.6756379045431815,1.717959395611559,1.751228858507597,1.78994168011349,1.7416699223155871,1.7796028548637886,1.671699200547219,1.6979123378286833,1.6631749474813458,1.7505650743935843,1.797423486860727,1.7227138575564445,1.7465657976393751,1.8047816390656108,1.6595208386334084,1.7577394924835108,1.734873886666213,1.784651183889314,1.7707274413421543,1.7891150940872658,1.7793421398805749,1.7730714320421237,1.7333756623676548,1.8105066404582792,1.7421178765264587,1.8049403696036157,1.7475929902569431,1.825749234951575,1.8308567314397415,1.8377635955328877
Blacephalon,Astonish,Shadow Ball,40,1.185327626549573,1.243219993319533,1.2235858395331618,1.2106331412037594,1.1841213377820556,1.2010712622333577,1.1815549516306207,1.236445730917433,1.5438674037545992,1.2635490955646567,1.308777746649289,1.2531154896664833,1.2736518510831512,1.229969719417713,1.2325132819075035,1.2535196822170294,1.237017732737998,1.2533546797427202,1.091067527118739,1.196752677718908,1.2083247970682116,1.2314038945683559,1.320679664668715,1.2480584245411463,1.2319866040016965,1.2094206913974437,1.2610473943335645,1.247018634605431,1.4421352685436473,1.3097286150735605,1.3210599049279546,1.2889220712228482,1.354831109678985,1.276668637206455,1.2609390907836444,1.2575542108411877,1.2820363241763406,1.1996983564590389,1.297724321320166,1.2052696427249905,1.2121166727311554,1.1980139630886604,1.2363506782340337,1.2046003010181265,1.1993538362229055,1.1716488539843826,1.183677573114888,1.1918852286128745,1.1925110277327697,1.1831804201384752,1.1961275697488718,1.1874879120909878,1.2743931796043906,1.2251594869082274,1.230036925362919,1.2232052760171293,1.2046339891451832,1.2141198324684304,1.2985980092922869,1.2744539099541348,1.1680640380540963,1.1463884738134487
Pheromosa,Bug Bite,Silver Wind,40,1.5754960130568207,1.5581776807649204,1.5849902630042394,1.5981049121264972,1.6743487125740326,1.540850752771763,1.7542335668609357,1.6290161828821048,1.62215088726935,1.538999356970235,1.5411555842479019,1.5302930138659427,1.7997660712141321,1.5538716715414693,1.918179212230018,1.6350941532181784,1.7900861731996436,1.664051467442219,1.504164702677699,1.5967678602148179,1.8825693941781214,1.6351649440588125,1.5896249436981253,1.5396987493084189,1.6136693290978434,1.5498579929119227,1.7087393470846046,1.6667539946736387,1.8230028211940585,1.694005817266138,1.5707292839920686,1.6729911844725094,2.2477364707118093,1.8153030276282813,1.7896949346722137,1.5866294636289635,1.6275992736504425,1.5024549264224423,1.6518290624599203,1.5453545994318667,1.480177923572273,1.449255636357464,1.7302718936219759,1.5756357079156524,1.6331619880952237,1.5213920536578556,1.616020280030934,1.5132776261679484,1.5684439548554356,1.5245250089521085,1.7101847272311066,1.562104592675702,1.8619115461531353,1.5472179859832447,1.6970258004385628,1.5563837076742655,1.6638251356852103,1.56599686030441,1.6803532885949057,1.553131385886203,1.4467918073105166,1.416333502203766
Buzzwole,Bug Bite,Lunge,40,1.6175281128351575,1.8260437660578697,1.9648301911200865,1.9235841937319462,1.9737880443806506,1.972460723563849,1.83478941479612,1.9096132604413387,1.6874420436897526,1.8194210529850594,1.970804860916558,1.9951769884644477,1.8946057169405448,1.935873447569496,1.9150190141331136,1.8822833684350633,1.929014100865976,1.93006903884841,1.7629491990586241,1.9356502899683534,1.882592083797108,1.897034304696486,1.8447054224358048,1.8703413199512937,1.9605080483897523,1.9347773987380115,1.765413879365633,1.8964849025118111,1.8589831428547816,1.9087119396589665,1.6710042689126972,1.8497928898618399,1.9234102753255373,1.8868487748155114,1.9665358040275471,1.938109518004705,1.919888714925924,1.9309943869391382,1.8548003933136674,1.8623041704855319,1.814944615891705,1.892706314081037,2.0156311366870985,1.8782113939676073,1.9001423526112544,1.9456152780238802,1.817419190809589,1.9054125336116499,1.8905753576016866,1.9258132056406743,1.9395880373901606,1.9364300438693387,1.955615103694412,1.9161774279755976,1.8947892154227917,1.9447870130664373,1.8987506784260515,1.9387590708740463,1.9023794536291745,1.9519278016856432,1.9701961015595817,1.967712413325155
Golisopod,Struggle Bug,X-Scissor,40,1.6014212233198761,1.8567137606135684,1.6565730549091797,1.8222499031978168,1.8331429091957914,1.8885266081587209,1.7786915066216644,1.9265731886617412,1.7297619839100933,1.8058257840722607,1.9001319577248053,1.9854729315408364,1.8654144530192087,1.9393008802467888,1.8411350434400706,1.8813280928660954,1.7873817017084987,1.8877432837085575,1.6518861721159384,1.8408770518017525,1.7369820573993053,1.8481457446894076,1.8020364746232187,1.860622183178298,1.9081217534789618,1.936135652488071,1.553442932809453,1.82121247048379,1.788652783541231,1.9289310454866053,1.5810658854532078,1.8227372607624686,1.672774942779098,1.8059897141523749,1.8024651144925594,1.8526157027741514,1.928230918794364,1.892854385020163,1.7506959086828269,1.8600774280867345,1.7890245796645659,1.9101067000110814,1.7852436458513565,1.7393989837042232,1.7906398115044166,1.901131698399899,1.7506410598211317,1.901916290588391,1.8258039001711936,1.902769590583829,1.7990550720156615,1.8862411256204894,1.8158556022231305,1.8620679217302367,1.8113205769409373,1.9120786699530514,1.800687924016282,1.90810105097563,1.8583295610732362,1.925987860965376,1.9083005207527006,1.9066154278098562
Marshadow,Hex,Shadow Sneak,40,1.6755193413841003,1.9494680815298329,1.887655320640436,1.9487474581614184,1.9671678821321097,1.9622632611243371,1.816837542595333,1.96222189027933,1.7494357523680328,1.8967413213238637,1.9483323791774771,2.0046689528089083,1.8931708712258315,1.9703806751456934,1.9901117774690202,1.9689100118866243,1.930962825801927,1.962035895424868,1.7315024667283008,1.9157863320590813,1.8315891392759418,1.9294058410482036,1.8438592056493708,1.894945827083285,1.9338879995243567,1.9560666154611175,1.781542045712686,1.9300279026023206,1.9349716017055976,2.022827152857306,1.7712351682427894,1.974660917514663,1.9669278174910194,1.9695938425940953,1.9839811421230857,1.9936233597231448,1.9509318051386257,1.9257902886356364,1.9089658415629942,1.9625908344386698,1.8867778659652712,1.947550028697044,2.0061418603023875,1.9488520905198905,1.9143159895721469,1.936931476058386,1.880217343543176,1.9274995700241055,1.9577013082691537,1.9766910962076683,1.9409662933360254,1.9431188034784392,1.986692278043219,1.9573823111251918,1.9113136178783696,1.9736741801875446,1.905465909090909,1.9717660379103725,1.9229747376601602,1.9680680747594557,1.9317793799647243,1.9232973358875043
Crawdaunt,Snarl,Night Slash,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9543262501051561,1.959435370239489,1.73287503740755,1.7590960034270164,1.72778687413493,1.8053121891987334,1.676339269761348,1.6889818800687297,1.727622774677452,1.8165808152904064,1.672083670022613,1.807121859961374,1.7766004563978446,1.8236765531359524,1.9108912622428018,1.8604500010895864,1.7925425156485149,1.8225179782009868,1.7223835183589953,1.822058199675008,1.7099684531886026,1.817975722214311,1.9010354268352756,1.936182454785708,1.8417637632162582,1.8347621307562778
Crawdaunt,Waterfall,Night Slash,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3323013763563645,2.402772868375824,2.1568172373989998,2.1969463546677446,1.732060544498565,1.8091190497449008,2.0367549277571433,2.0414870844655297,2.155821723427743,2.292735587577299,2.038686618267921,2.218689518537253,2.2270159808828343,2.304388256393212,2.360524015454112,2.317795901116756,2.1794293381660896,2.2666885485061816,2.5406617411342407,2.7056882221178062,2.5148651628222525,2.7052692048161933,2.6594275824172913,2.7569535104458494,2.301583877056543,2.3139893680448917
Crawdaunt,Splash,Night Slash,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8602454828240633,3.011830142370554,2.7209087255782136,2.7596021928351444,,,2.567144197011559,2.6003528332579267,2.677434283049518,2.8842383868470955,2.5671419099062667,2.8159354415527718,2.746523992067818,2.8644277182557296,2.941035643296393,2.8831897645274327,2.7361359228356346,2.872018101452991,2.6777745617740725,2.856468164260092,2.6495047489823613,2.851039891590265,2.826539440277852,2.912380475610767,2.9211827172597564,2.961586447592978
Pangoro,Snarl,Night Slash,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pangoro,Bullet Punch,Night Slash,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pangoro,Low Kick,Night Slash,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genesect,Fury Cutter,Return,40,,,1.93035319684202,2.0093256620901894,,2.033608951386278,,2.154771959396168,1.872088340462868,2.0705109392373577,2.096283664445717,2.1878686823292632,2.059596437690377,2.160030732704304,,2.0163258372488184,,2.1308060020472666,,2.1260181797399698,,2.0281473211772183,2.1078821206950074,2.1632813619936213,2.180230044168805,2.232930011855583,,2.092559437381962,,2.120656662548853,,,1.9894990457329715,2.0002589490319993,,,2.2101594765586383,2.289018768068675,2.038558590911034,2.1378858239925314,1.995506545517724,2.137871114048359,1.9552495013363902,1.9963163854810406,2.1342073839039104,2.2915506104340904,1.9196049780072806,2.1011035028288436,2.005149590324413,2.082083179469184,,,,2.135478839961618,2.0204413458987456,2.1618978915139864,2.085773236092266,2.1509727962016254,,2.1515076514179627,2.319179964825233,2.344122473246302
Genesect,Fury Cutter,Magnet Bomb,40,,,2.046962637643263,2.034175432147598,,2.0614756472303197,,2.1654629629167053,2.0045357004239257,2.065831714565382,2.1707754647957094,2.2247045304765622,2.152612518817937,2.195921569582158,,2.052612735153862,,2.105399848203056,,2.1050405886421077,,2.1129691860979514,2.138880806656096,2.136191486186464,2.1976605648302345,2.21556329909052,,2.1350776515421623,,2.14342642427692,,,2.248279103491686,2.0976426886430946,,,3.0908283690843974,3.0908544211521476,2.1212574066948826,2.145583090918406,2.055999178822615,2.1563125699399883,2.014197099648455,2.016472144708384,2.126507132067546,2.2399111357598867,1.9786584619460632,2.1202761582137235,2.096958087296148,2.1342025312792856,,,,2.145749667476364,2.84333095043333,2.9479286602411903,2.925424355495251,2.946090011445684,,2.951410213240422,2.279375745742151,2.252628837910649
Genesect,Fury Cutter,Hyper Beam,40,,,2.197810084236091,2.097613874482096,,2.067504369722396,,2.2389920881578154,2.3555427413125427,2.1878507905423863,2.176741456244849,2.238435923192915,2.215723512936532,2.258172627141928,,2.084531226409021,,2.18541759630957,,2.1696007176760044,,2.167726656317614,2.270052159819412,2.2320546201726312,2.2904249961344334,2.301422339662804,,2.243579324360912,,2.221291754472984,,,2.3906903679973,2.163624182238907,,,2.3066399673903173,2.3371901950592595,2.2318700354837326,2.2251432786073337,2.0814828968548933,2.1905371929281765,2.052355482291355,2.0467025961832683,2.1933505627852536,2.309823380111621,1.9884585859707866,2.124522098601676,2.1156806328415687,2.1442508477894955,,,,2.19508792371333,2.1062283063770226,2.1892873216495263,2.211196065128901,2.200416307848039,,2.217845738585778,2.264980400088027,2.292224127535145
Genesect,Metal Claw,Magnet Bomb,40,,,2.2396749308567947,2.2358011027456213,,2.261499267486687,,2.351813149234919,2.1237534782075986,2.2064770996593053,2.287171516620583,2.3477915798588938,2.2455483363298607,2.2980732066696112,,2.2608369279622136,,2.217249373009502,,2.2091482331153904,,2.30289800284733,2.274451335492201,2.290308153034942,2.348261305744995,2.3662681986593412,,2.2691029275340875,,2.3000189643922644,,,2.4737703388016365,2.3159816811313223,,,3.5776602788963223,3.621786228742853,2.2794081484331583,2.3194851434280412,2.2500562325047846,2.370248997052464,2.1596833816415004,2.1648505762757964,2.220095964408287,2.3305533441230915,2.215270918436591,2.3789219126152226,2.347092838421601,2.397565868196616,,,,2.3174667940534066,3.548296448964647,3.7083638722203296,3.6654453867028494,3.6989432172021517,,3.704266416505258,2.426764697461804,2.3945056761673724
Genesect,Metal Claw,Return,40,,,2.258758938529907,2.3432641400697096,,2.3552632744914597,,2.474435462558257,2.0692925769665607,2.2842558605595347,2.3039319341754267,2.389362341442931,2.2328775406148242,2.3297532804930214,,2.350986305184435,,2.293213117409902,,2.2852358020571995,,2.300940841490585,2.355347312749012,2.4052799463999017,2.4412695910877114,2.4859639693480844,,2.279348661442561,,2.355607505780679,,,2.3984375756764997,2.3413995440036572,,,2.8764650173874307,2.9742017631081743,2.313646445213971,2.4151856110848615,2.3332844021391232,2.4855080273752823,2.204016699849965,2.2352761664779313,2.2906146951087103,2.4331613089585176,2.318780143082413,2.5268916919104036,2.431071459682089,2.504034830597141,,,,2.4314109510195743,2.8745419278569675,3.0608651610338593,3.001387042062415,3.048873574657659,,3.0433941214166977,2.5466439889700103,2.5468292410929037
Genesect,Metal Claw,Hyper Beam,40,,,2.5882418084666186,2.407884436489321,,2.3739308867694073,,2.5757860760170317,2.6167799859503873,2.4075154669978294,2.387132091712649,2.429988913193103,2.3973297583120234,2.40078912681327,,2.4041280607146223,,2.340357888765252,,2.3311929285360495,,2.453863891190168,2.4938544197962553,2.4687901960561542,2.538073805009041,2.5359595490522877,,2.4550735694526518,,2.438942168393844,,,2.8978913391171623,2.528777674052582,,,2.9704926895166923,2.9745775201386064,2.465988115086999,2.494332720891707,2.399616549161834,2.5215957847154535,2.2822466779720907,2.265969521587786,2.331825360756482,2.4356321722399956,2.3733955479925526,2.531648990352476,2.5161289433207656,2.5413416299242697,,,,2.465728930919227,2.9113431985882783,3.021382202443427,3.047789857530529,3.0292376979761673,,3.078990214580128,2.495723506189336,2.4650750710302183
Yanmega,Bug Bite,Return,40,,,2.03154935031743,,2.1407319422803575,,2.191794060463695,,1.8591049663905213,,2.297817419231722,,2.0977562466550967,,2.1656055348521646,,2.0904313797316525,,1.967949373751651,,,,,,2.14979968546545,,1.8223709892812836,,1.9031869309678406,,,,2.036555591144472,,2.1216815793803856,,2.181022354536523,2.1572718369559416,,,1.9497038331135716,2.0360979693201764,2.114093203432315,2.024666944757551,2.065071043801807,2.1854524406559124,2.0078105310411605,2.10185696258485,,2.083809578864409,2.1545947726821564,2.1665855308153965,2.14301938035483,2.134809546025735,2.140103766672413,2.176062996602356,2.11816723202171,2.169644578739542,2.138182826888602,2.1661055683310986,2.2051512028526123,2.230284119470377
Yanmega,Bug Bite,Aerial Ace,40,,,2.3755224548023697,,2.4549280816668393,,2.62853753976685,,2.1880263941720473,,2.665858273343322,,2.475395152066367,,2.513107642089206,,2.39859125357659,,2.2671802223225055,,,,,,2.4477517748307887,,2.1858941614409493,,2.3596710925308297,,,,2.606625619695128,,2.4883311907520156,,2.9666290567798965,2.934240022431485,,,2.23166789874872,2.2894945911695905,2.4436757354384495,2.2586753567888613,2.3011641746060185,2.4075720340971896,2.262627383033174,2.3308572000081007,,2.342339845668311,2.4929436912102605,2.4464942214946763,2.456927188795397,2.3754562200585525,2.4184850453637172,2.3990814431093805,2.395814959294437,2.3897190182826673,2.4423333065591697,2.418325584261632,2.4370974147052764,2.4272960538392834
Yanmega,Wing Attack,Return,40,,,2.5901078647302764,,2.7305726517584366,,2.7961167245423773,,2.3841088501783063,,2.938373712397124,,2.6707878405403256,,2.726618104241383,,2.6673612305479306,,2.510361807041405,,,,,,2.755920783776704,,2.306631559752915,,2.4400222969612786,,,,2.6336449676754756,,2.684753988828861,,3.327881771380354,3.3394645200886224,,,2.50380126315607,2.6200990258461077,2.6860432860456798,2.57519405338822,2.6379621861785463,2.787181220795816,2.5688619665992087,2.705386079093252,,2.67597158533198,2.7222905675906772,2.7522255047532953,2.727439829365806,2.7278865856390087,2.7314393975148485,2.7801981391987525,2.710105495251018,2.7723647673229634,2.7307898375958004,2.77482876129054,2.8476132861174426,2.868981778707072
Yanmega,Wing Attack,Aerial Ace,40,,,2.798288747233414,,2.886421486619847,,3.0900547288296156,,2.6242721731952163,,3.1607732316649817,,2.9031319965250977,,2.9177205746372272,,2.8227133836494285,,2.654304415256413,,,,,,2.888905929769651,,2.5503231412735983,,2.7925002491215247,,,,3.1777645246428965,,2.8698797957347857,,4.6589740755779445,4.538162808770926,,,2.6384368433475487,2.7380861728272734,2.836602548856236,2.6772868616441188,2.7165367535931275,2.855099808946306,2.661387072415179,2.7835566290766693,,2.7941242459827493,2.9083227304728694,2.91459363733654,2.8450706493057027,2.8206803826658695,2.829337209288234,2.8361341537523317,2.8118853459972866,2.834548578782661,2.877754024289168,2.8960121344006393,2.9195602298525305,2.9123789986231463
