Attacker,Fast Move,Charged Move,Level,"Tapu Koko, Tier 5","Tapu Koko, Tier 5","Arceus (Fairy), Tier 5","Arceus (Fairy), Tier 5","Arceus (Grass), Tier 5","Arceus (Grass), Tier 5","Shaymin, Tier 5","Shaymin, Tier 5","Xerneas, Tier 5","Xerneas, Tier 5","Mega Altaria, Mega Tier","Mega Altaria, Mega Tier","Mega Audino, Mega Tier","Mega Audino, Mega Tier","Mega Gardevoir, Mega Tier","Mega Gardevoir, Mega Tier","Wigglytuff, Tier 3","Wigglytuff, Tier 3","Azumarill, Tier 3","Azumarill, Tier 3","Bellossom, Tier 3","Bellossom, Tier 3","Gardevoir, Tier 3","Gardevoir, Tier 3","Granbull, Tier 3","Granbull, Tier 3","Kirlia, Tier 3","Kirlia, Tier 3","Ludicolo, Tier 3","Ludicolo, Tier 3","Meganium, Tier 3","Meganium, Tier 3","Mr. Mime, Tier 3","Mr. Mime, Tier 3","Tangela, Tier 3","Tangela, Tier 3","Togetic, Tier 3","Togetic, Tier 3"
Shadow Arbok,Bite,Gunk Shot,40,,2.5769881581312264,,2.635661416671761,,2.3133509206728156,2.2609117784012684,2.108973505597224,,2.5973175402315034,2.8861527924928225,2.743440361064313,2.671249686749037,2.5293348966120908,,2.749116223346359,2.6193280143029285,2.427032879836886,2.5662576285450296,2.513240292220665,2.1362139724055638,2.1178266687065137,,2.533962780066865,2.5843359795874563,2.3723311270137217,2.5050588882422913,2.5400356744813606,2.2849607666517158,2.1507304228111006,2.1918623877551333,2.0628839665540437,2.7814522241957556,2.5122628988351896,2.239127901170153,2.137428400351823,2.472657887833466,2.4124890265296095
Shadow Arbok,Bite,Sludge Wave,40,,2.8937107986378106,,2.9408004534322085,,2.560037097600859,2.5013397483272266,2.338166360955615,,2.917542133578809,3.3046320415326704,3.111400690890639,3.043316268614193,2.877916967649058,,3.0409418790645764,3.0008861981271604,2.7676042005506316,2.91939103318601,2.8307202384143886,2.3849364131093784,2.3282096874363654,,2.8084556977495274,2.928906743095643,2.6789221206385214,2.800558386813145,2.830843730762554,2.5450486560425425,2.4009200616284887,2.423390298276941,2.2727836931482064,3.1161760688046023,2.8183764900149346,2.5044201729819817,2.373509044443384,2.8095510832510993,2.7071434156964522
Shadow Arbok,Dragon Tail,Gunk Shot,40,,3.1346641333805088,,3.0921308910939374,,2.1934215214897614,2.252123697487203,2.107639301780918,,3.1025487693862357,2.7678636122029965,2.693067065920475,2.9554296087793803,2.802126170720872,,3.8210645623395543,2.9001087857925425,2.747776085456922,2.7555614079483997,2.672215639349255,2.1020854485227005,2.068181627008175,,3.375896573508303,3.026838013889621,2.794400292195024,3.1822261502374753,3.220672077336046,2.16669263431521,2.040578487969323,2.1705501659267386,2.028623452128258,3.5624009899669837,3.4899530338516054,2.11691706113378,2.020029151229986,2.8233382543480596,2.7501600097968195
Shadow Arbok,Dragon Tail,Sludge Wave,40,,3.591929717902443,,3.50376143430445,,2.4061704936510298,2.4819260160360583,2.342286031318126,,3.6200190416300506,3.1739981627815164,3.0366018157926224,3.429710213025572,3.2548459994774435,,4.406202694115384,3.365822476393373,3.19024252997559,3.1591552103624627,3.0486767667287653,2.3392971870469874,2.2734375643702207,,3.8635907443029907,3.508723085658668,3.2145318115105432,3.684313025805303,3.7245824335874533,2.400550617400204,2.2607889598474427,2.3812468766053567,2.2301402017492635,4.173543067178955,3.9396987319633974,2.3635140518233264,2.2271961202768717,3.237012819425091,3.1338807650371585
Shadow Nidoking,Fury Cutter,Sludge Wave,40,,,2.1032853534285683,1.8479586009891973,1.9041367106521905,1.6560174660474856,1.8036154179286645,1.5773137044469978,,1.9141471610191456,1.9213743602037856,1.889643777057279,1.8068502018977042,1.7822762904917375,,2.1892269158541047,1.963502532349823,1.937970896272117,2.0251269339869706,1.948365182591558,1.6161959107243797,1.5617502102838303,2.056979213936682,1.9498844688979533,1.9702325707537935,1.9506997810509474,1.994674897282654,2.027810446888991,1.8037005293063757,1.6272158514694242,1.6619389223626602,1.5502336424509744,,2.1551859073074633,1.7083548894715652,1.6020798221793566,2.060667234189277,2.099885359509333
Shadow Venusaur,Vine Whip,Sludge Bomb,40,1.487744178851704,1.4278189567131432,1.46438452158319,1.439379414135339,1.6353847552692864,1.6391818559006708,1.5351632587794557,1.5628164755708658,1.5345500900354792,1.4963970749328386,1.612314534268447,1.623918480239664,1.4264333841993233,1.4405509459812538,1.6102715605298668,1.6789563672601289,1.3943888299256513,1.4546793610352642,1.2496853317129726,1.2438360386769127,1.6218860340493457,1.6444659172536322,1.638284591224633,1.6645532000124679,1.4418560971939534,1.4698229159312157,1.6518998520922263,1.6722422855391708,1.4083891715215329,1.42106835288583,1.6169487670371268,1.6358844537206385,1.632303925316284,1.6148990886050494,1.6407079272810725,1.655612897947141,1.6422836447181175,1.6542281980196851
Shadow Venusaur,Razor Leaf,Sludge Bomb,40,1.645810007828829,1.577182911345717,1.5450054325828977,1.5671017476857536,1.7280935394105839,1.8014608289716285,1.7080082004550579,1.749945629147371,1.647982789257549,1.6162857548125116,1.8501697985537853,1.8919008769210954,1.539590400125897,1.5563950433231675,1.8086504620678783,1.8468443025075296,1.5217530148139842,1.5638252899886018,1.3156126597065694,1.2920214325942914,1.8342495383533224,1.8504379923877816,1.7279164523483497,1.7762267329125225,1.5452537385267229,1.570159740905686,1.7998941517715263,1.81960606851128,1.5228214588387474,1.5594581129644471,1.8149642684351361,1.8323317514436746,1.7837306773012258,1.7780498571776893,1.7875440092570025,1.8007921287340134,1.8455767577605815,1.8666071578748575
Vileplume,Acid,Sludge Bomb,40,1.5677287245399656,1.5178795386450636,1.4868178095515077,1.4492771304016896,1.4858993075331608,1.4572734150870972,1.4342200143654638,1.4367010748459657,1.5656100126584533,1.5106843284415588,1.570668306526973,1.5462218995969041,1.4378077038107726,1.4296595001752832,1.6119194098202971,1.7092550075730353,1.4539348246581867,1.4698952325969774,1.4821451954143396,1.4612102108771141,1.446226155293056,1.449851279041583,1.7279104013726965,1.7308475603602556,1.4702004206332735,1.4796287845231302,1.6993739210653263,1.7043909479780897,1.4675166399452853,1.4781729787278013,1.4644407675842315,1.4706131320970293,1.711627667159161,1.6759808008685877,1.4484775195835984,1.428901185202357,1.4887460821760947,1.4702032840000532
Vileplume,Razor Leaf,Sludge Bomb,40,2.0069616445479252,1.8911942610623467,1.8144179628202484,1.8241981984974405,2.0754846833464646,2.150633432659645,2.03984738012978,2.08535211892856,1.9400408873991928,1.8744830907240075,2.200007482981897,2.2355764684710726,1.7926457623857195,1.7996911408348757,2.0894190851225383,2.1660390686543063,1.7894162584206779,1.828338509858435,1.530042398379247,1.5065040116359265,2.15898260975005,2.1674163026718327,2.080547143492651,2.147285566898634,1.79165580406824,1.8239864189267276,2.10453699857492,2.1404807936032952,1.8170402084515558,1.8519412130060617,2.12643389747819,2.135870779630424,2.059343494955637,2.046162309731301,2.0854466521744035,2.105881476045226,2.1866036866631893,2.203260098174752
Victreebel,Acid,Sludge Bomb,40,1.567776598047005,1.5079770509100041,1.544080296940925,1.4418324869760148,1.5409644385043528,1.454460032438213,1.4082117503353222,1.4332152118083965,1.5885342937117795,1.4990582987258065,1.5068562947858615,1.4848835075092006,1.4218025840221127,1.4252397246989992,1.6325246011616494,1.7141509475479668,1.4253242717180699,1.4461937987656572,1.47470221455853,1.4501176301622332,1.4226275040674978,1.4265687773749727,1.7243764764380594,1.7278848287463973,1.4399505675452577,1.4269070675460391,1.662175197359454,1.6862687603402988,1.4676160707426893,1.4652007267113565,1.4560254674805806,1.449424261113481,1.6952184488028121,1.679519754349694,1.430081923950108,1.4048581922518348,1.4822755569515615,1.4474180807381845
Victreebel,Razor Leaf,Sludge Bomb,40,1.9457232951962367,1.8780535717477538,1.9288718695765867,1.800769778206208,2.295346195139923,2.11983279454541,1.9822121300111508,2.0497555487495784,1.995129110283062,1.8800095474904723,2.0817324910720507,2.101628219376988,1.7505851080492072,1.7896844826286502,2.069240801126356,2.138900183822269,1.759098309980392,1.8142805705674538,1.5289605169461102,1.49240536079008,2.1036338727103923,2.124209180211585,2.1180619513161463,2.1286322395195683,1.7999395047464688,1.7929713449293632,2.0535696778329933,2.1001982591339603,1.811160007384518,1.838174284768472,2.1052887689679207,2.096823112728657,2.0257103090150173,2.047392624620422,2.048487294423911,2.0359609833441907,2.1391960031882475,2.141968747556328
Victreebel,Acid,Acid Spray,40,2.6291078475658733,2.5723199032021213,2.496914085794249,2.3961205344507066,2.501029465819283,2.4101530276035437,2.3969899651062567,2.4130348319020096,2.6943381649402434,2.5498257919331357,2.519706574203536,2.468751063777691,2.383373822884922,2.373424553869078,2.6619730225035685,2.940435792133152,2.4722427718774638,2.4929530436921103,,,2.371278247015509,2.361842612008957,3.0329117530675656,2.9755134861382735,2.4814468910266756,2.4117632557657043,2.890588713273934,2.8905814654574384,2.5064941320341867,2.4949499455021513,2.406617118933978,2.400683373510921,2.9131981670438902,2.8389266864846125,2.413963996876628,2.3450360779787656,2.537120107747869,2.4720387859616304
Scolipede,Poison Jab,Sludge Bomb,40,1.6445005744530352,1.5497861120638525,1.5737427605115517,1.4591255970467543,1.5749381868894012,1.4660664339931173,1.4307059511967801,1.4364728279893682,1.6090667807710364,1.5217423451035068,1.5879379885997127,1.5430123018984663,1.4289083464973322,1.4204409767125623,1.6425964361052066,1.7247752524319528,1.4341108377500515,1.4654449235316125,1.4763483839548968,1.4610829811979793,1.4348729348060179,1.429269086162556,1.7457223015503407,1.7267267401650424,1.4683487275099687,1.4509334818500266,1.6946239574160933,1.6981885711881826,1.4717481792703204,1.4739824591889805,1.4619198379586003,1.45725240644996,1.7151847683528227,1.6886299258730555,1.4398655256583837,1.425616015758896,1.523456277898704,1.470584017315583
Scolipede,Bug Bite,Sludge Bomb,40,1.959599640367708,1.8660515919605176,2.01390922451713,1.8648272809155995,1.5868885065506886,1.4913875434598838,1.4235604875947947,1.4273192123444056,1.9992063803360134,1.8411087429241926,1.9519334545791838,1.9288924708129265,1.8316368369707738,1.8451469379570085,1.9114690388985522,2.0355294538827784,1.7772104814475749,1.8109672093333553,1.8654277208232062,1.8738970723616393,1.4644862344531697,1.471287181639152,1.9273635917697796,1.9201037696747754,1.781595740923663,1.7898873029665603,1.9378312433133291,1.942830424209846,1.5048634359814346,1.5073397529063992,1.4570969044845135,1.450050854592655,1.9279107690320028,1.8817124960294846,1.4330805115020284,1.4290341415883236,1.9710408726876072,1.9467148933784422
Nidoking,Fury Cutter,Sludge Wave,40,2.1341251828300276,2.1273797227145073,,,1.9255845245416308,1.8229154898014877,2.038057882451758,1.9228319110735417,2.3447782393458017,2.186340640124906,,,,,,2.4237499886140927,2.2152051487890194,,2.3173940022127932,2.2485939878422445,1.9622704510533868,1.9382179087381814,2.4825236962412705,2.451332658283165,,,2.365614874441036,2.4506623276987813,2.113381774613614,2.0002703797680113,1.9404778952724466,1.899242954614935,2.548024422030321,2.397892873240804,1.8235889780992904,1.7960160812143475,2.3841123806456603,2.4463520864716846
Muk,Lick,Sludge Wave,40,,,2.0782665616108407,2.0785544268828198,2.0849761560490396,2.08864507225379,2.2239180217563543,2.20921687792805,2.3960481258951543,2.3238856824872554,2.199002784103501,2.207505676964731,,,1.9381023970684157,2.2073752838928766,,,,,,,2.1817583998713097,2.1474667255921065,2.257989284709911,2.313820729990577,2.1955088993508256,2.2668540796348067,,,2.221188941607731,2.237998869608542,2.1313296043628718,2.069323964708983,2.132249666421315,2.11594912574203,,
Slowking (Galarian),Acid,Future Sight,40,2.1096026760360855,2.0830292631114764,1.9704961989179708,1.9808867299346884,1.9746473558061828,1.992765701581751,2.0239693724685126,1.9827971291777815,2.1111245817658837,2.04955712378834,,1.9891909237840488,2.0094276420108326,1.9945593544595526,,,,1.9926890212901036,2.0468041030831974,2.0159624003323047,2.0179117704368768,1.994089286777019,,,2.0036021897703113,1.984552081357066,,,1.9355545946321,1.9549215415633379,2.0529755673523686,2.048468925141627,,,2.0008385439934013,1.97285954165068,2.0638980978851555,2.0456098003602987
Slowking (Galarian),Acid,Shadow Ball,40,2.2750101164738026,2.236079671938938,2.154976185524216,2.150001713798481,2.1420620249822773,2.1616521301167286,2.1910335747951204,2.1295946717954917,2.28004362114972,2.2070998210309454,,2.154534425189778,2.5936777005589295,2.6062088184730365,,,,2.608349474091793,2.2212774612908355,2.16354847826009,2.18050762131761,2.139425062376045,,,2.197487959390259,2.143888497305834,,,2.0999169551502055,2.11289192990377,2.2231948996860296,2.1862401320005507,,,2.1700057226949725,2.113920998493161,2.2357937112248973,2.1960421735364895
Slowking (Galarian),Confusion,Future Sight,40,2.64199093366411,2.6477281149641323,2.505227620476911,2.5846051072608165,2.505301609183893,2.600351007204301,2.48795541852057,2.4545518639224375,2.628817296320728,2.6108147365840186,,2.6033597259688763,2.530817461951196,2.5377581953205564,,,,2.526123991983835,2.6025230106932042,2.580646656695998,2.515506110144886,2.492083943117445,,,2.562868563891458,2.5373057473041576,,,2.53404591038962,2.571396737123974,2.5202411340997926,2.500361522325611,,,2.5324494458499185,2.500889785044545,2.5553124348303267,2.569050018369036
Slowking (Galarian),Confusion,Shadow Ball,40,2.664240087961759,2.685575796757525,2.5372087915501975,2.6283506968799326,2.529102936345335,2.635864638131985,2.5358524586202154,2.530286354530507,2.6723082957442634,2.646467051589503,,2.6702357838989,3.7197638236904247,3.746441272022946,,,,3.7499781979849702,2.669920323267872,2.6284000329925994,2.5697976295400786,2.5426439301273462,,,2.594988325468512,2.584344491938407,,,2.5802618716035552,2.6092022121491865,2.567808522234239,2.5571468446439947,,,2.5866924539376996,2.546003684348523,2.626029383482353,2.62477385429592
Slowking (Galarian),Hex,Shadow Ball,40,2.9419118319895543,2.961615160312171,2.748890700229299,2.8409063202414444,2.7531474299139584,2.8590947919139653,2.7770016247139844,2.7402446227445627,2.9613759085263296,2.9167316639065306,,2.9320697197161034,7.02867710016125,7.012510987229564,,,,6.974149568799747,2.9364706613661644,2.8818094359008986,2.859106972327743,2.8061797593943596,,,2.9120215038464274,2.8655212632228304,,,2.845973641236337,2.869117451577136,2.823711240392658,2.782452577224153,,,2.7963577114254643,2.748406692819921,2.9079503191374845,2.8875909414831855
Slowking (Galarian),Hex,Future Sight,40,3.051675209628153,3.0594530619426425,2.778357953275472,2.9176117440779428,2.781831268079093,2.9329932572004176,2.746657780073951,2.75053252020734,2.9868176172392684,2.9910135057788874,,3.046818063009879,3.5212599513118503,3.5867181044659566,,,,3.5376036794824723,2.9610022819427853,2.9176419178146653,2.8550596837818287,2.8271782854051177,,,2.9499505503418573,2.938558186371358,,,2.856104121700818,2.9199578055924222,2.7754528459442915,2.771908876948056,,,2.8062770493778184,2.7507679858378205,2.9221113981274063,2.9047303587789974
Shadow Crobat,Air Slash,Shadow Ball,40,2.9815916488617695,2.834843801226427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Crobat,Bite,Shadow Ball,40,3.0269724218969007,2.8428251896893397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Crobat,Air Slash,Air Cutter,40,4.517204919235245,4.344482338678111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Crobat,Bite,Air Cutter,40,4.714223340949133,4.460812480135318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haunter,Lick,Shadow Ball,40,2.5925584003044384,,2.5518231299444487,,2.569324146549825,,2.440094863629097,,,,,,4.769863560559616,4.5950496904547045,,,,,,,,,,,,,,,2.284554215494106,,2.321748941730676,,,,,,,
Haunter,Shadow Claw,Return,40,2.6152524180042733,,2.627060390127629,,2.630941729610964,,2.4919473909396324,,,,,,3.2791567656987213,3.295901598701366,,,3.652766689558277,3.5823980995619533,,,,,,,,,,,2.453750120803772,,2.4745283979704586,,,,,,,
Haunter,Lick,Return,40,2.621588569619205,,2.5198000602373765,,2.521230823914162,,2.657373517031572,,,,,,2.9992721576577184,3.0221486446826935,,,3.5739428468507093,3.5286806597813,,,,,,,,,,,2.483402800665102,,2.617710326967814,,,,,,,
Haunter,Shadow Claw,Shadow Ball,40,2.6829463703428273,,2.6566542883747903,,2.663825710899159,,2.350355344527107,,,,,,4.819772083819991,4.692897327861857,,,5.319888794289879,5.04949466199464,,,,,,,,,,,2.3178937335675895,,2.2735742336515044,,,,,,,
Haunter,Shadow Claw,Shadow Punch,40,2.8695746142595078,,3.01070162735847,,3.0095270857252765,,2.781016876679318,,,,,,,,,,,,,,,,,,,,,,2.6793296381834084,,2.6827446949617872,,,,,,,
Haunter,Astonish,Shadow Ball,40,3.025782265596291,,3.0957297050526043,,,,2.712630860671446,,,,,,,,,,,,,,,,,,,,,,2.5529074060766157,,2.5101345031355846,,,,,,,
Haunter,Astonish,Return,40,3.2055730223492005,,,,,,,,,,,,3.557334948440383,3.564621971604827,,,3.686788078756715,3.629131536353116,,,,,,,,,,,,,,,,,,,,
Crobat,Bite,Shadow Ball,40,3.233580011648833,3.188379282380109,3.0996449619373996,3.2092318260505146,,,,,3.1834299060421825,3.1776878209534707,3.352258242249573,3.3813464106075384,,,2.1547139213549156,2.4204095938009904,,,3.375216644793757,3.3490023106190248,,,2.294582564600837,2.320414794770655,3.364718273563827,3.412977119409867,2.4250245509989057,2.4513928765266844,,,,,2.320362981967358,2.2315962067882227,,,3.1824774874924535,3.1806894954195446
Crobat,Air Slash,Shadow Ball,40,3.2529083591268315,3.2319638873393703,2.6398476719289508,2.6898310088689956,,,,,2.8273957460464616,2.782167370801821,2.713663697727118,2.7020391287046093,,,2.104797763693439,2.4204356918348258,,,2.730473646576939,2.680924915858813,,,2.261848648156184,2.275417999767302,2.626984222558577,2.6336056621463473,2.300474625538308,2.285642397398876,,,,,2.3544596222787613,2.2870718273147634,,,2.759555214644735,2.7087141527152974
Crobat,Bite,Return,40,3.391947780694021,3.448284113558183,,,,,,,,,,,3.6779241231583457,3.7394894021263814,2.910675178457502,3.432338186305368,3.526493953797254,3.6600920328460433,,,,,3.199520713079243,3.212667961421531,,,3.5232412327968166,,,,,,3.1734140170648404,3.075900562309266,,,,
Crobat,Air Slash,Return,40,3.412624836415239,3.4582277643792354,2.6777015557294983,2.744084833378151,,,,,2.8348277440020917,2.815027114432217,2.7227834430593303,2.73675321810792,2.777134991773433,2.7729463395052103,2.782575544857643,3.2252381599105338,2.722638052706689,2.7777884668212574,2.823750816555929,2.785779979772353,,,3.106166105549868,3.0979293900815765,2.6672901718892987,2.703468001528817,3.2079865643662293,3.2200332193608197,,,,,3.272176024948306,3.1631051421553513,,,2.8157080062945683,2.8074359923927106
Beedrill,Poison Jab,Sludge Bomb,40,1.938982542728122,,1.9731120803556248,,1.9928625997110874,,1.7434755809303772,,1.9486700303684024,,1.8470872341490174,,1.7385750101806563,,1.9671650996779668,,1.7431382905547523,1.707650049098138,1.7598811727214412,1.7270349773158384,1.7146764129766605,1.7049654199764055,2.134483678625794,2.029912941983234,1.7663788267826999,1.6966854718567044,2.0052601104738024,1.9994183508473835,1.6921394843723283,1.6842316194647509,1.7539576038426994,1.7493084545923077,2.1557503012157087,2.1028968706380637,1.705994706874933,1.6831142600527735,1.8170920582603092,1.7505107182219364
Beedrill,Poison Jab,Drill Run,40,2.3424756819723425,,2.7797296912446097,,,,,,2.8604967105849632,,2.8196385760137916,,2.596935790265055,,2.916876981848231,,2.5990889949551903,,2.560269551732864,2.4804401205751803,,,3.174746467223199,2.9309570888446057,2.6073952158556257,,2.984606141474257,,,,,,3.228145192786943,3.0651757387193044,,,2.847433864826946,2.7170144488330132
Beedrill,Infestation,Sludge Bomb,40,2.471848257250382,,2.4823697798228954,,2.083331075261242,,1.7999646004747047,,2.473720693897199,,2.2937248127853365,,2.159719161188504,,2.3324992131276905,,2.1424780895247957,2.1267736756802007,2.1903640147480297,2.177978279638869,1.7660090803081223,1.7557395736641934,2.5368920227908913,2.429209694428182,2.1837005466734847,2.1461201920251427,2.317849283702853,2.339494143603361,1.762623529601261,1.7565572902444264,1.7918510432923977,1.7920154328386748,2.5296207793500853,2.419237172801192,1.757263907775199,1.7435384436106864,2.321321904948558,2.2807036594956114
Beedrill,Bug Bite,Sludge Bomb,40,2.4743476726300364,,2.4353404404232495,,1.996007986607439,,1.707346455863938,,2.486322332958928,,2.2740933461092716,,2.083530373782983,,2.173122618892172,,2.15200811722125,2.1792141441880624,2.1597501559548262,2.1421365262099172,1.755467368622987,1.7495363478030104,2.4225993328163216,2.371206044713175,2.2113559245021666,2.1647900262415427,2.328445556635145,2.3080658107725247,1.6969544439681126,1.6835599501405523,1.7210618752424842,1.7245915869400283,2.4606065266465524,2.362452771572359,1.6925951661616605,1.680607148900615,2.275171188432934,2.2241370610427413
Beedrill,Poison Jab,Return,40,2.4938779719411284,,2.3924695080643,,2.4015390245180175,,,,2.515629921493816,,2.373119149723208,,2.2925866082975705,,2.4956230132535464,,2.2760338655862857,,2.286418946157332,2.2425141480260375,,,2.691087794133272,2.5525435822449665,2.309241454488858,,2.617948398500689,,,,,,2.80355387123673,2.7008630367606523,,,2.407608521774254,2.2819741476103284
Beedrill,Poison Jab,Fell Stinger,40,3.0055539659046513,,2.8148677582461774,,2.299445133622384,,,,2.9731863645278036,,2.8412109726770685,,2.6976762745212106,,2.945703045863085,,2.7072924602992634,,2.654490542663944,2.6251717963656884,2.0268184897563,1.992355857284953,3.211236953475879,2.9590286622680386,2.6987715860938635,,3.025102457116667,,,,2.043302317218282,2.0217527644181073,3.3021323938603557,3.1214822250230965,,,2.847433864826946,2.7177714891903015
Beedrill,Poison Jab,X-Scissor,40,3.0055539659046513,,2.8148677582461774,,2.15216679006493,,,,2.9731863645278036,,2.8412109726770685,,2.6976762745212106,,2.6652583586215886,,2.7072924602992634,,2.654490542663944,2.6251717963656884,1.9089788393590215,1.8907874538404061,2.914667775991516,2.724413031945345,2.6987715860938635,,2.7772229835733566,,,,1.931950687352894,1.9292574469800718,2.9577407547668537,2.8465728893640754,,,2.847433864826946,2.7177714891903015
Beedrill,Poison Jab,Aerial Ace,40,3.0055539659046513,,2.8148677582461774,,2.4895545886132435,,,,2.9731863645278036,,2.8412109726770685,,2.6976762745212106,,2.988725988747672,,2.7072924602992634,,2.654490542663944,2.6251717963656884,2.2057609463500505,2.1568588328381133,3.1489897911662457,3.0056762542924886,2.6987715860938635,,3.0824012519626973,,,,2.226539699961314,2.191953134334805,3.3447518237403613,3.2464605379441784,,,2.847433864826946,2.7177714891903015
Beedrill,Bug Bite,Drill Run,40,3.122206422544704,,4.167006400868523,,,,,,,,,,3.780830514074664,,,,,,3.7930880379705862,3.7098524805720205,,,,,,,,,,,,,,,,,,
Beedrill,Infestation,Drill Run,40,3.2002037528994993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Venomoth,Confusion,Poison Fang,40,2.552434533414866,2.4455362010127986,2.5515414900034434,2.3175658425475034,,,,,2.5955861814853773,2.444714555898457,2.514809815874717,2.50675343310299,2.3241114487260384,2.326578611477657,3.122919011736273,3.2538795750748832,2.3428422373961246,2.2878254332278405,2.3258900459625353,2.2895383983737414,,,3.33553547472914,3.125337743688533,2.3529348546671867,2.278431132023005,3.065968558457075,3.0999763829441345,,,,,3.1491768943697407,3.070412314599088,,,2.426382067383693,2.3400945156992554
Shadow Venomoth,Bug Bite,Poison Fang,40,2.681311466837865,2.5100248416603965,2.700051219030178,2.467302889322894,2.059314865658474,1.8926654581842144,1.8509070332363546,1.8370047070249202,2.6250003862908353,2.468657973331743,2.4344932342381873,2.440961109581594,2.5291755514335708,2.544985889506345,2.3939719550828165,2.457985491744782,2.4771328838621884,2.4674896527636667,2.5282896169396367,2.540747478300937,1.7819620571977368,1.7711874218819148,2.7658958509794265,2.5522652089204145,2.443790467838394,2.384738568678255,2.528565847584406,2.529059824880189,1.8434585996178885,1.8255885101194307,1.8347913715581186,1.8308803715706115,2.6305887885527954,2.529772399737401,1.8443518504442895,1.817287553360759,2.6685399186921144,2.6266196104583996
Shadow Venomoth,Infestation,Poison Fang,40,2.815545875630555,2.6776406949330336,2.7525339827693487,2.5143908276798594,2.1539301078085336,1.9826613091104341,1.9580434199031458,1.9485947085148076,2.7662375866925775,2.6285040374449045,2.5828814721418736,2.600078214410204,2.539149844344105,2.5512594054710367,2.578725175860355,2.6760737626640707,2.49464082179959,2.4487175727729458,2.5226951053724966,2.5013026041499478,1.8757778316692335,1.8588714512746551,2.8146422005344225,2.629168154462013,2.5297396710527584,2.443095926190779,2.6197795988762,2.603994354476648,1.9429635829283827,1.9213292094406196,1.871070600140241,1.8672910281580988,2.794001347692122,2.6850210796954013,1.8860044392159403,1.8480134952281364,2.6670491228084954,2.5937453800767516
Shadow Venomoth,Confusion,Psychic,40,2.8924853409171787,2.8319009607999917,2.9267401309515693,2.7337350365074413,,,,,2.959529378903766,2.867372808278574,2.888112253211182,2.925603494147655,2.6142443044262365,2.5935428573310526,,,2.636235669032624,2.5656545880596466,2.612909271073028,2.574494569035046,,,,,2.6629031022488188,2.5923573725009295,,,,,,,,,,,2.7524395774126376,2.663477782318807
Shadow Venomoth,Bug Bite,Psychic,40,3.127165455546341,2.900450016747612,3.2658405746196975,2.916193885025677,,,,,3.1266023640999125,2.890004025672914,2.817821352542414,2.7659565160526665,2.927214880092006,2.8909207792388383,3.4635463578490193,3.7105921991851063,2.876030329633659,2.809833068511524,2.9172758958574865,2.8841687741141393,,,4.128667263613516,3.8387676826470027,2.852266401342999,2.7441816389663836,3.823105295566702,3.736707882723732,,,,,3.994092142077805,3.800232433175462,,,3.1540066710970933,3.062034817069482
Shadow Venomoth,Infestation,Psychic,40,3.364852537688041,3.1769337902532917,3.3512543700145585,3.0587937120203703,,,,,3.3308759293266057,3.1376316215853537,3.0050664129791063,3.017854195917443,2.946318434147935,2.925814747441924,,,2.8827232249655936,2.816357866559459,2.912555135916102,2.866794304525715,,,,,2.9735064589156983,2.8597446133444926,,,,,,,,,,,3.153199579132895,3.0400791712835162
Shadow Venomoth,Confusion,Bug Buzz,40,3.7623754322922496,3.5830288846672627,3.6060794874472384,3.4193081395533738,,,,,3.7326408030095024,3.572949983188669,3.6958048696842747,3.7291142242928106,3.3290219372632905,3.2639859381758383,3.6015201123430303,3.9703082157326923,3.3374180031923024,3.208007629397139,3.2523433683888396,3.1690005665245646,,,3.595081214643684,3.440470852121732,3.418753751226881,3.2550060288889684,3.237270156622199,3.250328817503981,,,,,3.4625696885432538,3.417527635223478,,,4.421020006692904,4.148375188669919
Shadow Venomoth,Bug Bite,Bug Buzz,40,4.032733859031695,3.7624403782974936,4.315577402871545,3.8519162387176404,,,,,4.048693445535963,3.7592414477066707,3.7766927734541373,3.6028917633198905,3.8662468730841346,3.7674510322689714,2.699905732065984,2.7362038373116113,3.787672398409043,3.617403414893218,3.7822545109197803,3.699468558498931,,,2.9744695683711844,2.720756373036303,3.732460601428874,3.52863179916483,2.675625143735974,2.65213035937736,,,,,2.8959630872224684,2.7463961669159653,,,5.787625589257859,5.46307676191516
Shadow Venomoth,Confusion,Silver Wind,40,4.351586754028071,4.218988665479361,4.218032982121236,4.030796163635599,,,,,4.415241847777639,4.334342283796371,4.511686201103674,4.446378238836033,3.936274312376844,3.833350623811165,3.8912119043973115,,3.949939474435891,3.777541940536312,3.8430930770769947,3.7428307352827597,,,4.083664140689466,3.930762505273508,4.032137572156882,3.827262766078713,3.689213466991389,3.7766725555704563,,,,,3.8899446995814095,3.8960447127264866,,,4.371856188441591,4.148230006890233
