Attacker,Fast Move,Charged Move,Level,Arceus (Grass),Arceus (Grass),Arceus (Grass),Shaymin,Shaymin,Shaymin,Mega Venusaur,Mega Venusaur,Mega Venusaur,Amoonguss,Amoonguss,Amoonguss,Bellossom,Bellossom,Bellossom,Gloom,Gloom,Gloom,Grotle,Grotle,Grotle,Meganium,Meganium,Meganium,Tangela,Tangela,Tangela,Venusaur,Venusaur,Venusaur,Vileplume,Vileplume,Vileplume
Mega Abomasnow,Powder Snow,Blizzard,35,1.719404768192141,1.7878826509705936,1.7075871840494485,1.7546421338694842,1.820611220375959,1.7619877906091557,1.8057580599399705,1.8563859811548973,1.8031746979855752,1.7298666131782168,1.8509928793501154,1.7448851669842542,1.724381899417517,1.8201959701101966,1.727434846238091,1.737481820070642,1.7913853106170787,1.7422345730313733,1.67289867605325,1.8113223633728366,1.685492612937408,1.7219315822400334,1.7951365907174528,1.7338997035169958,1.729655450503507,1.8243614639374357,1.7456148728233534,1.7247899943998506,1.7828915437745008,1.7369423184618256,1.726232679738562,1.7640261437908498,1.7306039215686275
Mega Abomasnow,Razor Leaf,Weather Ball Ice,35,1.923166580768061,2.0365126744454987,1.8427855187699076,2.0294681385788804,2.181042699497567,1.8596483178195788,2.16586975674586,2.30496513207998,2.1455851389490346,2.2470038110520507,2.442558419416307,2.1732524320529536,2.0754223243101793,2.2055457021293092,1.9960650907645934,2.2807500519426553,2.4297475586952006,2.1899672761271556,2.0600099874547824,2.204876801091312,1.9679914254046746,2.1589493440200194,2.252998830388148,1.9926740590971324,2.0284701662793534,2.164454206857034,1.9655132163966087,2.2728206085495612,2.416716445771887,2.188071681911518,2.2000627450980392,2.321066666666667,2.1295581699346404
Mega Abomasnow,Razor Leaf,Blizzard,35,2.436527608054679,2.4396727718417694,2.2910123347969487,2.4510904817224124,2.5430988994028785,2.2023392642246495,2.709038780294772,2.836403004464886,2.6719339376110622,2.7389930799318023,2.909963895296359,2.653532744960385,2.393994902063404,2.5214723926380365,2.2944300681340195,2.812694784957407,2.9119571992520257,2.6698914398504052,2.366697928212124,2.48010425928407,2.2592962498325275,2.4840289048262356,2.564877190755533,2.253633503486169,2.390199386665818,2.4924182132662698,2.283545029128068,2.8720085868956504,2.9117883143550496,2.693438491693112,2.748549019607843,2.8308392156862747,2.5994875816993464
Mega Abomasnow,Powder Snow,Avalanche,35,1.5023939303984541,1.5654847868409407,1.503031340546388,1.5424252346876843,1.616330216678103,1.545833185599843,1.5932623530992878,1.629253214269715,1.5724371705466873,1.5316668338180723,1.6031240597733427,1.5352396951158358,1.5334515744482888,1.5927562779247715,1.5413601604977756,1.5415541242468314,1.6233508206939538,1.5412035113234988,1.5257664153563206,1.6116828861308357,1.5189944338209322,1.5216559527803215,1.5885595640702492,1.5318923231755417,1.5327518331051901,1.6239773342246842,1.544424282940184,1.5123856636176964,1.5720832555534814,1.5280660817621803,1.5152627450980394,1.5725908496732026,1.5209411764705882
Mega Alakazam,Psycho Cut or Confusion,Fire Punch,50,1.2955179139569146,1.3518267264253856,1.1304523608761294,1.3371201771967622,1.3986718585429236,1.1909286770518095,1.1368942912180626,1.1628204936759896,1.0519300551017665,1.1094799919767324,1.1686390532544377,1.0139529635944238,1.3285552292617684,1.3925508097577994,1.1749290068715532,1.1208965302306253,1.1616585289840016,1.011842925410347,1.3266019512076295,1.3868677149434248,1.1729534852563244,1.342288268521121,1.3880935326811312,1.1820695783050603,1.3468309298697991,1.4069971031101773,1.1689958509746496,1.1024827328728766,1.1361489639723725,0.9993186484972932,1.0974222222222223,1.125354248366013,1.0035555555555555
Kyurem (White),Steel Wing,Blizzard,50,1.3876163956459424,1.4620003387379643,1.387485271272653,1.408632919470996,1.4871159016157525,1.4059007189233044,1.3789508265264983,1.4672689533650902,1.3875789567996177,1.4164577274094874,1.5154698626015444,1.421083642563434,1.41711007084775,1.5028833386638754,1.417449287161147,1.4455640972366508,1.5269452524413047,1.438279139829628,1.403736769667369,1.467960975847411,1.4092055101518823,1.4286582104031988,1.5062877970496769,1.4356849482741425,1.4365602351468076,1.505385243901145,1.4340877980453952,1.380800821355236,1.436195631883517,1.3860182938211685,1.4139294117647059,1.4574222222222222,1.4177045751633988
Kyurem (White),Dragon Breath,Blizzard,50,1.3344800645423305,1.4023496759224692,1.3357822024159667,1.3139798985123063,1.4121034398613461,1.3167558976947318,1.319900846685681,1.4120835635462243,1.323899831260173,1.3915229164577274,1.4757170795306387,1.3950707050446294,1.4041907752546545,1.4831118735401583,1.4032409695771426,1.417956575940162,1.4804046332848535,1.4133856222730106,1.3806925447303995,1.4502149738742798,1.3878786402445709,1.34518963125493,1.4477890709292522,1.361038325188362,1.3810205965682998,1.455745498148325,1.3734547268116173,1.3571308568228486,1.425424677991413,1.3657084188911703,1.3604183006535948,1.404873202614379,1.3621019607843137
Shadow Alakazam,Confusion,Fire Punch,30,1.8371580977495778,1.8154460869391018,1.6294079188194435,1.9134226130265481,1.8440518325557338,1.7549257821706186,1.5804888975166873,1.5715352337718578,1.4296653575641736,1.4883161167385417,1.5391635743656604,1.3468182729916758,1.778695277139728,1.8359549908411594,1.6142335165101425,1.4880272179513816,1.5273737793476,1.358248493662996,1.7782176047160274,1.8006650183306334,1.572841430885595,1.8211037871850435,1.813134106425612,1.6509116625715141,1.812158448200851,1.845371873640425,1.6123897749339446,1.4746219899197313,1.4828915437745007,1.3377076722045922,1.49680522875817,1.4895477124183008,1.372726797385621
Mega Blaziken,Fire Spin,Blast Burn or Blaze Kick,30,1.19904497748121,1.1432406296155324,0.9978200572940664,1.0996585792140021,1.1352272419165448,0.9162611816871651,1.1145698627682292,1.1224453835471202,0.9424104409634596,1.069965399659011,1.126742553404874,0.9037458630027079,1.085094835189331,1.1188904718983514,0.9193537444635052,1.1187019530438396,1.1402451693330562,0.933941928111365,1.0726770032763724,1.1059644592767621,0.9198933047513489,1.1061173419890655,1.134432828919333,0.97869311742359,1.104425980751069,1.129712751620879,0.9230361103152623,1.0911517640470412,1.106636176964719,0.9024360649617323,1.0807947712418302,1.1030797385620916,0.9031738562091504
Mega Abomasnow,Powder Snow,Avalanche,50,1.3606666945913017,1.4283632946455727,1.3592698557814011,1.3576033387073563,1.4404119574444123,1.3699691532472515,1.381405767019577,1.4522406558454164,1.4027864470560127,1.3938045331461237,1.4783998595928192,1.393541269682078,1.3797672006900628,1.4517973618662712,1.3720524525339457,1.3843756492831913,1.4544722626220652,1.3776490754207356,1.3595240125208579,1.462467875717087,1.3632753979757133,1.412455912886584,1.4690052859202307,1.3999347193384895,1.372786213775613,1.4598414669086048,1.3738473455787943,1.3392757140190406,1.398273287287661,1.3410770953892104,1.3522300653594772,1.4118901960784314,1.355921568627451
Mega Abomasnow,Powder Snow,Weather Ball Ice,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Abomasnow,Powder Snow,Blizzard,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Abomasnow,Razor Leaf,Weather Ball Ice,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Abomasnow,Razor Leaf,Blizzard,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Moltres,Fire Spin,Overheat,35,1.2281691577262306,1.232075571347139,1.0148498352750062,1.159896301518144,1.2020889863118838,0.9757564128501023,1.184941837024206,1.2108232412979527,1.012182119551421,1.1653670644870122,1.2373257446595125,0.9913875238190752,1.173058471200535,1.2126207852373059,0.9975479506488723,1.2095366715146478,1.2599729898192396,1.0030646166632038,1.1594826011229797,1.2116122431579845,0.9794769984044431,1.180646097213785,1.2156709854659862,0.9956026221065707,1.1922028035102241,1.2387122104436592,1.0101125860843176,1.181398170617883,1.2040694418517828,0.9856449505320142,1.1829856209150327,1.2002509803921568,0.9867816993464052
Shadow Moltres,Fire Spin,Overheat,50,1.1014829802384642,1.1031803124038193,0.915940170862343,1.044509841136095,1.08503609216067,0.8813620124012705,1.0569265459106725,1.0866695536607582,0.8883778577508326,1.0666934108915855,1.101155851970715,0.9127595025574164,1.0482462516597368,1.104905067891722,0.8745578073057502,1.0742260544359028,1.103729482651153,0.9164502389362144,1.0543585496266883,1.0989610611061715,0.8996504390826157,1.078690397396027,1.107033084601924,0.8867017852447572,1.0851027706151382,1.1184435318710937,0.894152102632668,1.035066268433825,1.0667071121896583,0.860752286727646,1.036894117647059,1.054891503267974,0.8849045751633987
Blaziken,Fire Spin,Blast Burn or Blaze Kick,35,1.5266501182851118,1.4735957399148056,1.2748257593831327,1.4139867811549074,1.4443454919733787,1.208314649391929,1.4396553526363731,1.4696611764003167,1.2342467185330088,1.3994208203790994,1.4509201684886168,1.1833441981747066,1.4134562265577297,1.4653563225074868,1.1768576939105826,1.4587185746935383,1.4735352171202991,1.199745480988988,1.3957589856643484,1.4391922341449155,1.163100008525876,1.448958682781319,1.453637130189586,1.251811085018995,1.4352974883010219,1.4592472330988233,1.2086609577775655,1.3865596415904424,1.4227459398917304,1.1568041814448384,1.3981281045751635,1.4232470588235295,1.1782065359477125
Darmanitan,Fire Fang,Overheat,30,1.4885166008920099,1.4590336497922953,1.223547023567785,1.423739277155675,1.446262203655309,1.230662381352627,1.4592590380336585,1.4387444562247078,1.2990905968611406,1.4073437970113327,1.4545055661418111,1.1671221542473171,1.4085618197501428,1.4508184805047537,1.1597224241366944,1.402360793683773,1.438941408684812,1.1771504259297736,1.3751629051313594,1.4160871100934191,1.1394102529749217,1.4473901335533534,1.4413607391221566,1.187863237014135,1.403622703976061,1.4338331264126318,1.203090015810864,1.380884823595296,1.4071775247339928,1.1753500093335822,1.3773908496732026,1.409694117647059,1.1547712418300653
Kyurem,Ice Shard,Frenzy Plant,30,2.686640065416493,2.698395729716243,2.4523007774582632,2.7190296725322076,2.778358051753301,2.4978298819313944,2.9241984858213748,3.015992951752356,2.9343139158092795,2.892087052452111,3.017375388627018,2.8971517400461337,2.739297725312321,2.8137702439449885,2.535525639907345,2.9966756700602533,3.0786281944733016,3.0011946810720964,2.6250928711496533,2.713932499421458,2.424649525595898,2.731424478434715,2.76994006872603,2.5314208517312977,2.6895658909793188,2.752119610776855,2.4987213361771667,2.8714299047974614,2.9406104162777673,2.8781967519133844,2.851273202614379,2.917521568627451,2.86002614379085
Kyurem,Steel Wing,Glaciate,30,1.8236067580045057,1.85545541133898,1.8249416769714641,1.7512696389949673,1.8362348190803537,1.7735673153731122,1.7929308465363538,1.8499469888153868,1.772407305090567,1.7319852572460133,1.868857185838933,1.7398831611673853,1.7369619786972155,1.8334157144380154,1.7414784016127312,1.7906321421151048,1.8945953667151465,1.798644296696447,1.69238639270185,1.821309818155244,1.7142613546399035,1.7880282520196207,1.8551403987560409,1.8376687550433846,1.804794193486773,1.911331826526173,1.8228652680949502,1.6930184804928132,1.7766380436811648,1.67921411237633,1.7737202614379086,1.8411607843137257,1.7491764705882353
Kyurem,Dragon Breath,Glaciate,30,1.735806241884403,1.7733096338169758,1.7336317626940232,1.6347485854083805,1.7187209964397967,1.6478422915445692,1.720065106694342,1.7873788582436125,1.7030537428882884,1.6367089559723196,1.7820303881255641,1.6443812054959381,1.6998614059062405,1.8187421859099233,1.7061223698620842,1.7011609183461458,1.784866507375857,1.70145958861417,1.7214352703311693,1.8048183379413663,1.7347843562354603,1.6573127941029804,1.7342170400660062,1.7091474526941874,1.6414966202952068,1.7186621250225491,1.6599497023525291,1.6520347209258914,1.7448478626096695,1.6389023707298862,1.6094117647058823,1.6678274509803923,1.5963607843137255
Kyurem,Dragon Breath,Blizzard,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyurem,Steel Wing,Blizzard,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avalugg (Hisuian),Powder Snow,Glaciate,40,1.4704778937054837,1.5450585233574397,1.4706545473750539,1.5803861371064118,1.6134269928900216,1.73571278106731,1.6215897382292772,1.569871727865964,1.5688682485403258,1.4641334871126266,1.5767350315916155,1.4733602447096579,1.4727221624555384,1.5562759863925797,1.4687678694307948,1.502688032412217,1.5477223145647205,1.4911307916060668,1.4681071337222755,1.563292449727781,1.4759265800275263,1.5240949108284298,1.5697641736102927,1.5546045533261406,1.509682827704029,1.6093124927047189,1.5316482560298814,1.508362889677058,1.5556468172484599,1.5657550868023147,1.486013071895425,1.552073202614379,1.5187032679738564
Avalugg (Hisuian),Powder Snow,Avalanche,40,1.5671110933040975,1.6593425205382655,1.5685552825821303,1.6623312970444264,1.742107381738472,1.809941038695051,1.733256678662625,1.7074290322098944,1.727922708199561,1.6203364757797611,1.6931852371878446,1.6326221041018953,1.6231985190784946,1.7142732532782832,1.6296823966117135,1.650140245169333,1.7055500727197175,1.651685539164762,1.6229857617870236,1.6998648039657502,1.6248370948686406,1.6753465768453122,1.7326303573209543,1.6949579755741526,1.659228132726366,1.7506764715245282,1.6610745020639015,1.6406944185178272,1.7150364009706927,1.6772633936904984,1.6315189542483661,1.6943581699346406,1.6537934640522876
Avalugg (Hisuian),Powder Snow,Blizzard,40,1.807855442663136,1.9047071828838984,1.8056536458949877,1.9197254451296961,2.001257646511647,2.0911804149190663,1.986273836367166,1.9443815610673916,1.9317006883987637,1.808920870524521,1.9192909437368368,1.816919065289339,1.826805842274106,1.933591137731515,1.8304887622481318,1.850067525451901,1.911307916060669,1.853054228132142,1.7979732774685455,1.9218298965933034,1.8114928808935118,1.8677975936822828,1.940703399127778,1.89260424505635,1.8647269177304513,1.9791805940215834,1.8754337376245505,1.8646257233526227,1.9417211125630016,1.9293634496919918,1.845845751633987,1.910650980392157,1.8876758169934642
Mega Mewtwo Y,Psycho Cut,Ice Beam,50,1.0085376536386104,1.0797418306783684,1.0087744059792714,1.0422907103095729,1.1280421801708982,1.0559975973320375,0.9504561948422358,0.9965057416339391,0.9467917033762898,0.9683457025373583,1.0093395847959081,0.9695491926587102,1.0749958809447657,1.1166710280192673,1.0740073076885799,0.9452524413047995,0.9946239351755661,0.9519920008310825,1.0497058572768352,1.1216398913559797,1.0493526424125792,1.0672572148731108,1.10253597236452,1.0591877997697043,1.0484831120873523,1.1444624836850985,1.0511359415953057,0.9413384356916185,0.999131976852716,0.9463972372596603,0.9484862745098039,0.981124183006536,0.9578039215686275
Ho-Oh,Incinerate,Sacred Fire++,30,1.455546105697172,1.529443795904913,1.2122903603552742,1.395484986453708,1.5058325181920758,1.1823921145772285,1.4244269565606942,1.5056281452058478,1.1855331730553855,1.420770233677665,1.5151313810049143,1.1791695918162672,1.432917551052055,1.5180996132934026,1.186384826369707,1.4666787866195719,1.5369571992520257,1.2064460835237898,1.4358062433772212,1.5211137230064675,1.1906142284691181,1.4484600110614454,1.5181652507412076,1.1957875839808512,1.4536126232239306,1.5205063720964782,1.1955241460541814,1.399794661190965,1.4686204965465746,1.1726899383983573,1.4054588235294119,1.4842875816993464,1.1825986928104575
Calyrex (Ice Rider),Confusion,Glaciate,30,1.5059579637113296,1.545593947881704,1.5057521712921396,1.5566451914313184,1.5692049713536071,1.6045462982853878,1.2888049337733511,1.2987053324771902,1.2957874774142488,1.2346429645973322,1.2994433858188748,1.227760505465851,1.5360974616927863,1.5911764990938078,1.5403909710309267,1.2713614169956369,1.3118896738001247,1.2578303552877623,1.5461676187228237,1.580612157899224,1.5306139848726599,1.544984722511855,1.5657838666098485,1.5524919985855858,1.5266821591909931,1.5761415125372722,1.535988285104893,1.2318835168937838,1.2642243793167818,1.23314355049468,1.2268758169934642,1.2541908496732026,1.2303163398692811
Calyrex (Ice Rider),Confusion,Avalanche,30,1.5361438871456228,1.6303895304472615,1.536116569567854,1.5761981533661336,1.6689532334863504,1.5812746236967299,1.3400928815685338,1.4046470649722997,1.3667059895172249,1.3448751378999098,1.4250325945241198,1.3450005014542172,1.6100272342240183,1.685333255798176,1.6082826931836904,1.3704420319966757,1.427864637440266,1.3647672969042177,1.6010011814428218,1.669878079972717,1.5766902549236934,1.6318805363894355,1.6794719519824468,1.6312458632914149,1.6020649624889909,1.66715478729613,1.6023620793938815,1.3307261526974052,1.3887436998319955,1.3362049654657457,1.3365751633986929,1.3781228758169934,1.3449725490196078
Shadow Entei,Fire Fang,Overheat,30,1.2998213430413934,1.3068820263086485,1.0785635324906164,1.2707840164182311,1.338181772676743,1.1023302959327754,1.282288291247928,1.3177087222064598,1.074735317395135,1.277642663724802,1.3249799418313108,1.0730493430949755,1.264239816241677,1.3054691361614281,1.0695781118250807,1.3031373363806358,1.3281477249116975,1.0750051942655308,1.2774198263157253,1.3244461225533781,1.0730789374322498,1.3106452812055163,1.3288694658772544,1.088029158695475,1.2963847239465613,1.3465762582370358,1.0948970171585013,1.2796527907410864,1.3007746873249952,1.0529120776554042,1.2502588235294119,1.2738823529411765,1.060643137254902
Arcanine (Hisuian),Fire Fang,Flamethrower,40,1.4518290939487923,1.5014177822861898,1.243212037217468,1.51704079738543,1.569594987767667,1.2775394344136302,1.5279495871100692,1.5896098078157899,1.2884674541191932,1.4790768227860795,1.5510480393140105,1.2387172801123256,1.4871824693009235,1.5542019209335232,1.2520377208540496,1.5008310824849367,1.5635258674423436,1.2684136713068772,1.4948783844682898,1.5560089156303667,1.2488094223109996,1.5672073477011235,1.5550578912532982,1.3074537821983263,1.5306083468627638,1.5837816615201774,1.2618342724349791,1.4547974612656338,1.4979839462385665,1.234328915437745,1.4982797385620916,1.5441568627450981,1.2376993464052288
Darmanitan (Galarian Standard),Ice Fang,Avalanche,45,1.2744688097002896,1.3229647949269436,1.274508875481017,1.3302917614768066,1.3397105535938865,1.381137805104418,1.3664222676840834,1.3601505218988457,1.3898457449191393,1.2717129676060575,1.338105505967305,1.2634765820880554,1.294798360131422,1.3545585826573237,1.2935481057191869,1.2885024932474547,1.3589756908373156,1.2959173072927488,1.2816462248638905,1.3626542270075392,1.2915118814172442,1.3142085173129756,1.3577470918371974,1.3273915842347204,1.2976156368382517,1.3654113477435033,1.319135389806768,1.2826862049654657,1.319591189098376,1.3240899757326863,1.2759424836601307,1.3143111111111112,1.309281045751634
Avalugg (Hisuian),Powder Snow,Glaciate,50,1.3190911623993575,1.4074908440585179,1.3185921613121179,1.4762726110451814,1.512996723444992,1.4716007566735563,1.4286439589648634,1.4774918989950274,1.5160930010303584,1.332012837227961,1.459908735332464,1.3452136194965398,1.3865902945366788,1.4633597922057782,1.3904089010360634,1.4045034282152504,1.4762751921878245,1.3757012258466652,1.3913742494184134,1.4400691813941024,1.3856740922986979,1.4758144215861388,1.5034317681085836,1.472214918444507,1.3940088498392387,1.4880569615551948,1.4071774955167182,1.3735299607989546,1.4168937838342355,1.3940358409557587,1.367613071895425,1.424575163398693,1.3824627450980393
Avalugg (Hisuian),Powder Snow,Avalanche,50,1.459867746500163,1.5385041258648289,1.4595545049417498,1.562841655421541,1.638010540871426,1.5710653705051651,1.5565875729837084,1.621067092747174,1.6340585661594518,1.5407180824390732,1.6189198676160865,1.5440402166282219,1.5330542067668809,1.6050262165750782,1.5408852576590197,1.5397880739663412,1.6127675046748389,1.5296982131726573,1.5382750934801408,1.6147034822113686,1.5346820457230552,1.5795018722856393,1.642198507611544,1.592793740309902,1.54317214741243,1.6177591018580417,1.540519317904477,1.499402650737353,1.5739873063281689,1.5266660444278515,1.4862849673202614,1.566567320261438,1.503048366013072
Avalugg (Hisuian),Powder Snow,Blizzard,50,1.6314239560587656,1.732590052395114,1.6307847247389806,1.8130403135147988,1.8807863732019097,1.7998485818627767,1.7542252154046023,1.8290381829856497,1.8551077396329536,1.6679119446394544,1.8440728111523417,1.6906528933908334,1.7297802847478652,1.839473148605821,1.7199139359753437,1.7299501350509037,1.7855937045501766,1.7188733638063578,1.7091214693738352,1.791323094162211,1.706709864438571,1.8121095627102355,1.867335188996582,1.7938400442457818,1.7231931578221331,1.8240961809866405,1.726143104234977,1.6654564121709912,1.7688071681911517,1.7210098935971625,1.6734431372549021,1.7477856209150326,1.6938875816993464
Mamoswine,Powder Snow,Avalanche,30,1.5171035354409148,1.5635507023349244,1.5213159059328316,1.777505021200625,1.6743717502977264,1.8213495402186177,1.7384891065748802,1.6647931070527275,1.7089760628369197,1.57011583592418,1.6431777153745863,1.5638100491425133,1.553048585467973,1.6370385446650966,1.5974180792603145,1.5528516517764388,1.6112871389985455,1.560084666528153,1.6389900490846863,1.6285154013860639,1.6342277383286847,1.6358971104240523,1.6636051245319288,1.657530396308016,1.6430670953639153,1.635490614289201,1.6447330722949098,1.5797834608922905,1.5760126936718313,1.6006160164271048,1.5772758169934642,1.5825359477124183,1.5854745098039216
Shadow Weavile,Ice Shard,Avalanche,40,1.2546016459751193,1.2608883312055976,1.252775010608326,1.325699161777557,1.3028446170435086,1.3442489264120367,1.2955694595845715,1.284116057162483,1.3550763809040274,1.2143340687995186,1.2860670945742654,1.2233602447096579,1.2428498047083223,1.2830808594772192,1.234214326558699,1.2560253480157906,1.3220314772491168,1.2561292333264076,1.2392360815073749,1.2845693823611803,1.2633277712142066,1.269799533968611,1.2915506877136356,1.3114068889231412,1.3023376733624084,1.320886257282017,1.3471598807287855,1.2864196378570094,1.286522307261527,1.2819488519693858,1.301762091503268,1.264156862745098,1.3032679738562092
Shadow Mamoswine,Powder Snow,Avalanche,35,1.2723835679306206,1.2839917173104205,1.2716915226271497,1.4206525162315655,1.3499823762636427,1.529961394631956,1.3561336180506818,1.3156330730061074,1.3291830304478325,1.2524571256644268,1.306877444589309,1.2446720489419316,1.257455489973735,1.3242714118182963,1.304829471113308,1.2680890297111989,1.3082017452732184,1.2780620195304384,1.3173209261537338,1.310512405149629,1.3072969319026102,1.3051961593210812,1.3264395745876891,1.345307499115991,1.3193900614395315,1.3305956132811256,1.3217245514065303,1.2769927198058615,1.2799141310434945,1.281332835542281,1.2884287581699347,1.28720522875817,1.3236496732026144
Mega Houndoom,Fire Fang,Flamethrower,35,1.2627623170405229,1.2991693635186496,1.055243426935496,1.2820861498288725,1.320188876398167,1.0750082904558604,1.2667522809742113,1.3106335956515895,1.0523690773067331,1.281240597733427,1.3357486711463242,1.0626316317320228,1.268048730846393,1.318058907335795,1.0842807160371781,1.2885804072304177,1.334276958238105,1.0739923124870143,1.2675907092310876,1.3158837070508995,1.0722019901830626,1.3093306012167591,1.34234266907238,1.085780602576773,1.305987966765352,1.3557656596525856,1.098260804974586,1.2782620869889865,1.311554974799328,1.0591282434198246,1.265516339869281,1.2901124183006536,1.0566692810457516
Chandelure,Fire Spin,Overheat,40,1.335609191090099,1.3330030941709752,1.0979626550500186,1.32924685119101,1.3469936408553664,1.1239605645435453,1.3065718936192454,1.318213448414891,1.1065480012543492,1.2774044729716176,1.341114231270685,1.0811854377695316,1.2788455015070896,1.3244361740276607,1.080811017745859,1.2881908373156035,1.3184214627051734,1.0699537710367755,1.2767621158788351,1.308368756318283,1.0758437572317698,1.2811057818719231,1.2988222280652444,1.1162358445232246,1.3018283300968814,1.329948322881185,1.0730270906949353,1.2539667724472652,1.2753780100802687,1.0572428598095949,1.2819555555555555,1.2895058823529413,1.0607790849673202
Entei,Fire Fang,Overheat,35,1.4384125209207117,1.4454568136413057,1.2150476145380507,1.4390896558053003,1.5110612409196045,1.2137185666583936,1.486457508922305,1.5022712679379397,1.2014096495288724,1.449616387523819,1.5033848159663021,1.1996790693009727,1.4556062764709872,1.5234107715717344,1.2171662838368271,1.4792748805318927,1.5207381051319342,1.2188733638063578,1.429009902196022,1.483612048280818,1.2084454892025869,1.4766213630964795,1.5040301741724318,1.232997561041952,1.4467152665032523,1.5155721092116852,1.23017009942805,1.4256673511293634,1.4684804928131416,1.1980866156430838,1.41361568627451,1.463121568627451,1.2026143790849673
Darmanitan (Galarian Zen),Ice Fang,Avalanche,40,1.0829816954017233,1.1300662724436665,1.0830545422757727,1.0746161883925276,1.139148262549873,1.0786873757735151,1.077596428091448,1.1447727985425658,1.0950348679200204,1.0736260154447899,1.1641510380102296,1.0782268578878749,1.0789889415481833,1.1506217350429835,1.0826815534168774,1.1172215873675462,1.1729430708497819,1.112780490338666,1.0693031923315834,1.1363165779569564,1.0877921635019427,1.1120923358690036,1.1549418367439457,1.136672318279492,1.1124375258650878,1.1628094525621027,1.1048822674264371,1.0818648497293262,1.1211965652417397,1.079092775807355,1.059764705882353,1.1098875816993465,1.0654745098039216
Kyurem,Dragon Breath,Glaciate,45,1.4556426278052876,1.480643674979102,1.4537904960325772,1.4838810595932566,1.5855585473035683,1.4877123973078439,1.4020607164722925,1.5181268385921425,1.4402138366658206,1.509790893591415,1.6156353424932304,1.5100290843445994,1.4706965564698242,1.5476211244536193,1.474776844125258,1.5178293164346561,1.6207277166008727,1.5239585497610637,1.5023811553780007,1.579893548347807,1.5063639574680583,1.5575784501282948,1.604335723935336,1.543742576591443,1.5247402879911713,1.6373688175808319,1.5351499909803796,1.4285794287847675,1.4886690311741646,1.4301941385103603,1.5026614379084968,1.578488888888889,1.5091032679738563
Kyurem,Steel Wing,Glaciate,45,1.5524288058394053,1.5748783912496336,1.5534049539516697,1.5138080410122072,1.6055557525335424,1.5291292205720102,1.5154747860886706,1.6137321367240582,1.564191318111906,1.545770233677665,1.6603399859592818,1.5432629625915153,1.6310295699706334,1.7145737020130065,1.6223068647689936,1.5576044047371702,1.683253687928527,1.5682656347392478,1.5184098023214743,1.5958125768851321,1.523379170066867,1.5650131921336803,1.6143726256426065,1.5553389607681358,1.6007597703710779,1.6913273697725995,1.6114135336750177,1.5564775060668286,1.6456318835168937,1.5557961545641217,1.5736156862745099,1.6468392156862746,1.5665150326797386
Kyurem,Ice Shard,Frenzy Plant,45,2.418729295552516,2.4379845455356706,2.2226072988925454,2.359820383884605,2.424050038897359,2.188644891097823,2.48528080995117,2.570663162453149,2.4956680155897684,2.6118242904422826,2.730944739745261,2.612751980744158,2.4145901782339427,2.486504036674129,2.2312292230008044,2.5873805318927903,2.6718003324329938,2.593120195304384,2.359146438010791,2.442334628454502,2.1676918017612024,2.4101348226995367,2.4577625053267207,2.22404867035986,2.395101815596515,2.4613270514330585,2.213510330118104,2.5176871383236885,2.595155870823222,2.5296434571588575,2.5398901960784315,2.60482091503268,2.5470640522875816
Heatran,Fire Spin,Flamethrower,35,1.4585710721420806,1.5216054722571786,1.2147744387603647,1.4719469744528821,1.5390256263726179,1.2122127278832537,1.4589902489285769,1.5181268385921425,1.2079651171472516,1.4539288937919967,1.5299994985457828,1.21536204994484,1.4683995774333924,1.5429302474340707,1.217418273098208,1.5011946810720964,1.5365416580095574,1.2489092042385206,1.4488751933546886,1.5296517788631352,1.2238895046466023,1.4906476385627376,1.53364220757437,1.3068100423417626,1.4711743545665807,1.5314254183512135,1.2378420823650507,1.4323221952585403,1.4877450065335076,1.2217285794287849,1.443607843137255,1.4951843137254903,1.2144627450980392
Mega Glalie,Frost Breath,Avalanche,45,1.3148296202674572,1.3658916366325076,1.3203787308981838,1.3540306215026268,1.416502074178202,1.4082137039671134,1.3368435199426585,1.3831827616587276,1.367022563352099,1.34906228061378,1.41917811653796,1.3561829304984454,1.3403211893893137,1.4014479690634722,1.3539576851878774,1.3745065447745688,1.4330459173072927,1.38646634115936,1.3298296042775537,1.3922268370217896,1.3364067086464562,1.3561513423336025,1.4053294406716657,1.365526370667223,1.3626417937372002,1.4114432453655068,1.3609864281242374,1.3118723165951092,1.3559921597909277,1.3134590255740153,1.342316339869281,1.375288888888889,1.363691503267974
